merchant_id,zone,tandoor_units,deep_fry_units,steamer_units,grill_units,assembly_units,historical_speed_index
NCR_M82084,Rohini,3,2,2,2,5,0.84
NCR_M82085,Gurgaon CyberHub,2,1,1,1,4,0.9
NCR_M82086,Gurgaon CyberHub,3,2,1,2,2,1.13
NCR_M82087,Faridabad,1,1,1,1,2,1.29
NCR_M82088,Lajpat Nagar,2,3,2,1,4,0.9
NCR_M82089,Gurgaon CyberHub,1,2,2,1,3,1.03
NCR_M82090,Saket,3,2,1,1,2,0.83
NCR_M82091,Faridabad,1,3,2,1,4,0.71
NCR_M82092,Lajpat Nagar,2,2,1,2,3,1.19
NCR_M82093,Gurgaon CyberHub,3,3,2,1,2,1.18
NCR_M82094,Lajpat Nagar,3,3,1,2,4,1.02
NCR_M82095,Dwarka,3,1,1,1,5,0.91
NCR_M82096,Gurgaon CyberHub,2,2,1,1,5,0.97
NCR_M82097,Gurgaon CyberHub,3,2,1,2,2,0.95
NCR_M82098,Rohini,2,2,2,2,4,1.25
NCR_M82099,Dwarka,2,2,1,1,4,0.87
NCR_M82100,Connaught Place,2,3,1,2,5,0.87
NCR_M82101,Faridabad,2,1,2,1,3,1.23
NCR_M82102,Noida Sector 18,3,3,1,2,4,1.05
NCR_M82103,Lajpat Nagar,1,3,1,1,2,0.82
NCR_M82104,Gurgaon CyberHub,3,1,2,1,4,0.98
NCR_M82105,Dwarka,1,3,1,2,4,0.94
NCR_M82106,Lajpat Nagar,2,3,1,2,5,0.94
NCR_M82107,Dwarka,1,1,2,2,5,0.99
NCR_M82108,Noida Sector 18,1,3,1,2,4,1.15
NCR_M82109,Saket,2,3,1,2,3,1.17
NCR_M82110,Faridabad,1,2,2,1,4,0.88
NCR_M82111,Connaught Place,1,3,2,2,2,1.11
NCR_M82112,Connaught Place,1,1,1,2,4,1.19
NCR_M82113,Lajpat Nagar,1,2,2,2,4,1.08
NCR_M82114,Lajpat Nagar,1,2,1,1,4,1.17
NCR_M82115,Faridabad,1,2,2,1,2,1.24
NCR_M82116,Saket,2,1,1,2,4,1.23
NCR_M82117,Dwarka,2,1,2,2,5,1.27
NCR_M82118,Gurgaon CyberHub,2,1,2,1,3,1.13
NCR_M82119,Lajpat Nagar,2,3,2,1,4,0.95
NCR_M82120,Noida Sector 18,3,3,2,1,5,0.98
NCR_M82121,Lajpat Nagar,3,1,1,2,4,0.76
NCR_M82122,Faridabad,2,1,1,2,2,1.12
NCR_M82123,Faridabad,2,3,1,2,4,0.91
NCR_M82124,Connaught Place,3,1,1,1,5,0.76
NCR_M82125,Connaught Place,1,3,1,1,5,0.76
NCR_M82126,Saket,2,3,2,1,3,1.05
NCR_M82127,Connaught Place,1,3,2,1,5,0.7
NCR_M82128,Gurgaon CyberHub,1,1,1,2,2,0.84
NCR_M82129,Saket,1,3,1,1,3,1.27
NCR_M82130,Dwarka,2,3,1,1,2,0.96
NCR_M82131,Rohini,3,1,2,2,2,1.08
NCR_M82132,Lajpat Nagar,2,3,1,1,2,0.8
NCR_M82133,Saket,1,2,1,2,2,0.82
NCR_M82134,Connaught Place,3,3,2,1,4,1.15
NCR_M82135,Rohini,2,2,1,1,4,1.01
NCR_M82136,Noida Sector 18,1,2,2,1,2,0.85
NCR_M82137,Gurgaon CyberHub,1,1,1,1,4,0.72
NCR_M82138,Connaught Place,3,2,1,1,5,0.94
NCR_M82139,Noida Sector 18,1,3,1,2,2,0.76
NCR_M82140,Noida Sector 18,2,1,2,1,3,0.98
NCR_M82141,Lajpat Nagar,3,3,1,2,5,0.75
NCR_M82142,Saket,3,2,1,1,5,1.16
NCR_M82143,Saket,2,3,1,2,5,0.83
NCR_M82144,Lajpat Nagar,2,2,1,2,5,1.28
NCR_M82145,Noida Sector 18,3,3,1,1,5,0.98
NCR_M82146,Connaught Place,3,3,2,1,5,0.9
NCR_M82147,Dwarka,3,2,2,1,3,1.18
NCR_M82148,Lajpat Nagar,1,2,1,2,3,1.08
NCR_M82149,Rohini,1,3,1,1,4,1.29
NCR_M82150,Noida Sector 18,2,1,2,2,5,0.79
NCR_M82151,Connaught Place,1,2,2,2,5,0.79
NCR_M82152,Noida Sector 18,1,2,1,2,2,1.08
NCR_M82153,Faridabad,3,3,1,1,4,0.82
NCR_M82154,Connaught Place,1,2,2,2,3,0.85
NCR_M82155,Gurgaon CyberHub,2,1,1,2,5,1.08
NCR_M82156,Noida Sector 18,2,2,2,2,5,0.95
NCR_M82157,Lajpat Nagar,2,3,2,1,5,0.92
NCR_M82158,Lajpat Nagar,1,3,1,1,5,1.27
NCR_M82159,Gurgaon CyberHub,2,3,1,1,5,1.08
NCR_M82160,Rohini,1,2,1,1,3,1.09
NCR_M82161,Dwarka,2,2,2,1,4,0.81
NCR_M82162,Saket,2,2,2,2,4,1.08
NCR_M82163,Noida Sector 18,2,1,2,1,5,0.93
NCR_M82164,Lajpat Nagar,3,2,1,2,3,0.86
NCR_M82165,Faridabad,3,3,2,2,5,0.89
NCR_M82166,Lajpat Nagar,3,1,1,1,5,1.22
NCR_M82167,Faridabad,2,2,2,2,3,0.91
NCR_M82168,Saket,1,2,1,2,5,0.96
NCR_M82169,Gurgaon CyberHub,2,3,1,1,5,1.17
NCR_M82170,Gurgaon CyberHub,2,2,1,2,5,0.74
NCR_M82171,Gurgaon CyberHub,1,1,1,1,4,1.11
NCR_M82172,Connaught Place,3,3,1,2,5,1.1
NCR_M82173,Noida Sector 18,2,3,2,2,5,0.89
NCR_M82174,Lajpat Nagar,2,2,1,1,2,0.78
NCR_M82175,Dwarka,3,2,2,1,3,0.82
NCR_M82176,Saket,1,2,2,1,5,0.94
NCR_M82177,Gurgaon CyberHub,3,3,1,2,5,0.97
NCR_M82178,Lajpat Nagar,3,1,2,2,5,1.27
NCR_M82179,Rohini,3,1,2,1,4,0.94
NCR_M82180,Rohini,1,3,2,1,4,1.17
NCR_M82181,Lajpat Nagar,2,3,1,2,3,0.78
NCR_M82182,Lajpat Nagar,2,3,2,2,4,0.77
NCR_M82183,Dwarka,1,2,2,1,5,0.92
NCR_M82184,Rohini,2,3,1,1,4,1.14
NCR_M82185,Rohini,3,1,2,1,3,0.96
NCR_M82186,Noida Sector 18,1,3,2,1,3,0.72
NCR_M82187,Dwarka,2,3,1,2,2,1.23
NCR_M82188,Faridabad,1,3,2,1,2,0.8
NCR_M82189,Lajpat Nagar,3,3,2,2,3,0.95
NCR_M82190,Faridabad,2,3,1,2,2,1.08
NCR_M82191,Noida Sector 18,1,1,1,2,3,1.3
NCR_M82192,Gurgaon CyberHub,3,2,2,2,2,1.08
NCR_M82193,Rohini,2,3,1,1,4,0.81
NCR_M82194,Noida Sector 18,2,3,2,1,4,0.82
NCR_M82195,Connaught Place,3,3,2,1,5,0.73
NCR_M82196,Saket,1,3,2,1,5,1.14
NCR_M82197,Connaught Place,1,1,2,1,3,1.2
NCR_M82198,Faridabad,1,3,1,2,2,1.0
NCR_M82199,Faridabad,3,3,1,1,4,0.71
NCR_M82200,Gurgaon CyberHub,2,3,1,2,3,1.27
NCR_M82201,Rohini,2,1,1,1,4,1.08
NCR_M82202,Connaught Place,2,2,1,2,5,1.12
NCR_M82203,Noida Sector 18,3,2,1,1,2,1.01
NCR_M82204,Gurgaon CyberHub,3,1,2,1,5,1.1
NCR_M82205,Noida Sector 18,3,1,2,2,4,1.24
NCR_M82206,Rohini,1,1,2,2,2,1.18
NCR_M82207,Lajpat Nagar,2,3,1,1,2,0.88
NCR_M82208,Connaught Place,1,3,2,1,4,1.26
NCR_M82209,Lajpat Nagar,3,1,1,2,4,1.13
NCR_M82210,Saket,1,3,1,2,4,0.88
NCR_M82211,Connaught Place,2,2,1,1,4,1.25
NCR_M82212,Connaught Place,3,2,2,1,5,0.71
NCR_M82213,Noida Sector 18,1,1,1,2,5,1.23
NCR_M82214,Faridabad,1,2,1,2,3,0.81
NCR_M82215,Dwarka,3,2,1,1,4,0.86
NCR_M82216,Noida Sector 18,3,3,2,2,2,0.99
NCR_M82217,Connaught Place,1,2,2,2,2,0.91
NCR_M82218,Saket,1,3,2,2,4,1.1
NCR_M82219,Rohini,1,3,2,2,4,0.81
NCR_M82220,Connaught Place,1,2,1,1,3,1.19
NCR_M82221,Lajpat Nagar,2,2,2,1,5,1.19
NCR_M82222,Noida Sector 18,2,1,2,2,5,1.14
NCR_M82223,Noida Sector 18,1,1,2,2,3,1.13
NCR_M82224,Gurgaon CyberHub,1,3,1,1,4,1.01
NCR_M82225,Noida Sector 18,1,1,1,2,5,1.17
NCR_M82226,Faridabad,3,1,1,1,3,1.25
NCR_M82227,Connaught Place,1,1,2,1,5,0.94
NCR_M82228,Connaught Place,3,2,1,2,4,0.88
NCR_M82229,Connaught Place,3,3,1,2,4,0.82
NCR_M82230,Lajpat Nagar,1,3,1,1,2,0.8
NCR_M82231,Connaught Place,1,3,2,2,5,0.99
NCR_M82232,Faridabad,2,3,1,1,5,0.95
NCR_M82233,Saket,3,2,1,2,5,0.95
NCR_M82234,Faridabad,2,2,2,1,2,1.18
NCR_M82235,Noida Sector 18,2,2,2,1,4,1.02
NCR_M82236,Lajpat Nagar,1,1,1,1,3,1.15
NCR_M82237,Saket,1,3,1,1,4,1.03
NCR_M82238,Rohini,1,3,1,2,2,1.02
NCR_M82239,Lajpat Nagar,1,1,1,2,2,1.17
NCR_M82240,Rohini,2,3,1,1,3,1.06
NCR_M82241,Connaught Place,1,1,2,2,3,1.05
NCR_M82242,Dwarka,1,3,2,2,4,0.94
NCR_M82243,Rohini,1,3,2,1,2,0.73
NCR_M82244,Saket,1,2,1,2,4,1.07
NCR_M82245,Faridabad,1,2,2,1,3,0.84
NCR_M82246,Gurgaon CyberHub,3,3,2,2,3,1.14
NCR_M82247,Lajpat Nagar,2,1,2,2,2,0.84
NCR_M82248,Rohini,3,2,1,1,5,0.72
NCR_M82249,Lajpat Nagar,1,2,2,1,4,1.2
NCR_M82250,Rohini,2,3,2,2,2,0.7
NCR_M82251,Connaught Place,3,2,1,2,5,1.28
NCR_M82252,Saket,2,2,2,1,4,1.25
NCR_M82253,Noida Sector 18,1,2,1,2,5,1.09
NCR_M82254,Connaught Place,3,3,1,2,4,0.81
NCR_M82255,Lajpat Nagar,1,1,1,2,3,1.11
NCR_M82256,Dwarka,3,3,2,2,3,0.8
NCR_M82257,Gurgaon CyberHub,3,3,2,1,5,1.13
NCR_M82258,Noida Sector 18,1,1,2,2,5,1.02
NCR_M82259,Saket,2,3,1,2,5,1.29
NCR_M82260,Faridabad,1,2,1,1,3,1.04
NCR_M82261,Noida Sector 18,3,1,2,2,4,0.92
NCR_M82262,Connaught Place,1,2,2,2,3,1.01
NCR_M82263,Dwarka,1,1,1,1,4,1.04
NCR_M82264,Dwarka,2,1,2,2,2,1.17
NCR_M82265,Connaught Place,1,1,1,1,2,1.12
NCR_M82266,Dwarka,1,2,1,2,5,1.22
NCR_M82267,Faridabad,3,3,2,1,4,1.12
NCR_M82268,Noida Sector 18,1,2,2,2,4,0.78
NCR_M82269,Gurgaon CyberHub,1,1,1,2,3,0.98
NCR_M82270,Noida Sector 18,3,1,2,1,5,1.27
NCR_M82271,Rohini,1,1,2,1,3,0.9
NCR_M82272,Gurgaon CyberHub,3,3,2,2,4,1.22
NCR_M82273,Gurgaon CyberHub,2,2,2,1,3,1.28
NCR_M82274,Gurgaon CyberHub,2,3,1,2,4,0.95
NCR_M82275,Gurgaon CyberHub,3,1,1,2,5,1.09
NCR_M82276,Faridabad,1,2,2,2,5,1.23
NCR_M82277,Dwarka,2,2,1,2,3,0.94
NCR_M82278,Saket,2,2,1,1,4,0.8
NCR_M82279,Faridabad,3,1,2,1,4,1.2
NCR_M82280,Gurgaon CyberHub,3,1,1,1,5,0.91
NCR_M82281,Noida Sector 18,3,1,1,1,5,1.19
NCR_M82282,Rohini,2,1,1,2,3,1.18
NCR_M82283,Dwarka,1,2,1,1,3,1.1
NCR_M82284,Faridabad,2,2,1,2,4,1.28
NCR_M82285,Faridabad,1,2,1,2,4,1.12
NCR_M82286,Connaught Place,3,2,1,1,4,1.09
NCR_M82287,Faridabad,2,2,1,2,3,0.91
NCR_M82288,Faridabad,1,2,2,1,5,1.1
NCR_M82289,Dwarka,2,2,2,1,3,1.01
NCR_M82290,Dwarka,2,3,1,2,5,1.29
NCR_M82291,Dwarka,3,1,1,2,3,0.85
NCR_M82292,Connaught Place,1,1,2,2,3,0.87
NCR_M82293,Noida Sector 18,3,2,2,2,4,0.92
NCR_M82294,Faridabad,3,3,1,2,4,0.75
NCR_M82295,Dwarka,3,2,1,1,4,1.02
NCR_M82296,Saket,2,3,2,2,4,0.81
NCR_M82297,Faridabad,1,2,1,1,2,1.02
NCR_M82298,Lajpat Nagar,3,1,1,2,3,1.22
NCR_M82299,Faridabad,3,1,2,2,3,1.22
NCR_M82300,Gurgaon CyberHub,3,1,1,2,5,0.8
NCR_M82301,Saket,1,3,1,2,3,1.07
NCR_M82302,Faridabad,3,3,1,2,4,1.21
NCR_M82303,Faridabad,2,1,1,1,5,0.73
NCR_M82304,Lajpat Nagar,2,1,2,1,2,0.84
NCR_M82305,Lajpat Nagar,1,1,1,1,2,0.83
NCR_M82306,Noida Sector 18,2,3,1,1,3,1.03
NCR_M82307,Connaught Place,2,3,1,1,4,1.29
NCR_M82308,Lajpat Nagar,2,2,2,2,4,1.25
NCR_M82309,Connaught Place,3,3,1,1,3,0.85
NCR_M82310,Faridabad,1,2,2,1,4,1.19
NCR_M82311,Rohini,3,3,1,1,5,1.3
NCR_M82312,Gurgaon CyberHub,3,3,1,1,4,0.77
NCR_M82313,Dwarka,2,2,2,1,3,1.18
NCR_M82314,Noida Sector 18,2,1,2,1,3,0.73
NCR_M82315,Dwarka,3,2,1,1,2,0.8
NCR_M82316,Lajpat Nagar,2,3,1,2,4,0.9
NCR_M82317,Saket,2,1,2,1,4,1.16
NCR_M82318,Lajpat Nagar,3,3,1,2,5,0.86
NCR_M82319,Rohini,1,2,1,2,5,1.19
NCR_M82320,Lajpat Nagar,1,3,2,1,4,0.86
NCR_M82321,Rohini,1,1,1,2,4,0.85
NCR_M82322,Dwarka,1,1,2,2,2,0.9
NCR_M82323,Gurgaon CyberHub,1,3,1,2,4,0.95
NCR_M82324,Rohini,3,2,2,2,4,0.84
NCR_M82325,Rohini,3,1,1,2,2,1.23
NCR_M82326,Rohini,3,1,1,1,2,1.07
NCR_M82327,Dwarka,2,1,2,2,3,0.86
NCR_M82328,Gurgaon CyberHub,1,2,1,1,5,0.97
NCR_M82329,Rohini,2,3,2,1,2,0.87
NCR_M82330,Connaught Place,2,1,1,1,4,1.22
NCR_M82331,Saket,1,3,1,2,5,0.99
NCR_M82332,Rohini,3,2,1,2,4,0.87
NCR_M82333,Saket,2,1,2,2,3,0.98
NCR_M82334,Noida Sector 18,2,1,1,1,4,1.12
NCR_M82335,Dwarka,3,2,1,1,3,0.83
NCR_M82336,Lajpat Nagar,3,1,1,2,5,1.01
NCR_M82337,Saket,1,1,1,1,2,1.1
NCR_M82338,Faridabad,3,2,1,1,3,1.09
NCR_M82339,Dwarka,2,3,2,1,4,0.88
NCR_M82340,Rohini,3,2,1,1,2,0.9
NCR_M82341,Noida Sector 18,2,3,2,2,3,0.91
NCR_M82342,Lajpat Nagar,3,1,2,2,5,0.95
NCR_M82343,Saket,2,2,2,1,5,1.2
NCR_M82344,Rohini,1,1,2,1,4,1.04
NCR_M82345,Gurgaon CyberHub,1,3,1,2,5,1.26
NCR_M82346,Lajpat Nagar,1,1,1,2,4,0.93
NCR_M82347,Dwarka,2,3,1,2,3,1.05
NCR_M82348,Rohini,1,1,2,2,2,0.91
NCR_M82349,Dwarka,2,1,1,1,2,1.12
NCR_M82350,Saket,2,2,1,1,5,0.83
NCR_M82351,Gurgaon CyberHub,2,1,1,1,4,0.87
NCR_M82352,Noida Sector 18,3,2,1,2,3,1.28
NCR_M82353,Gurgaon CyberHub,3,2,2,1,4,1.26
NCR_M82354,Gurgaon CyberHub,3,3,2,1,3,0.74
NCR_M82355,Saket,2,3,1,1,4,1.22
NCR_M82356,Saket,3,2,2,1,2,0.97
NCR_M82357,Gurgaon CyberHub,3,2,2,1,4,0.88
NCR_M82358,Gurgaon CyberHub,1,3,1,2,4,1.13
NCR_M82359,Rohini,3,2,2,2,2,1.06
NCR_M82360,Dwarka,2,1,2,2,5,1.0
NCR_M82361,Lajpat Nagar,2,3,1,1,4,0.99
NCR_M82362,Rohini,1,2,1,1,4,1.1
NCR_M82363,Connaught Place,1,1,1,1,3,1.03
NCR_M82364,Gurgaon CyberHub,1,2,1,1,4,0.79
NCR_M82365,Lajpat Nagar,1,1,2,2,4,1.08
NCR_M82366,Saket,2,1,1,1,5,0.75
NCR_M82367,Noida Sector 18,2,3,2,2,4,1.22
NCR_M82368,Dwarka,2,1,1,1,5,0.83
NCR_M82369,Connaught Place,1,1,1,1,3,1.15
NCR_M82370,Rohini,3,2,1,2,2,1.03
NCR_M82371,Connaught Place,2,1,1,2,2,0.99
NCR_M82372,Lajpat Nagar,2,2,1,1,2,0.91
NCR_M82373,Saket,2,3,2,2,4,0.74
NCR_M82374,Noida Sector 18,3,2,1,2,4,0.98
NCR_M82375,Saket,3,1,2,1,2,0.78
NCR_M82376,Faridabad,3,1,1,1,4,0.95
NCR_M82377,Rohini,3,2,1,1,2,1.04
NCR_M82378,Gurgaon CyberHub,2,1,2,2,4,1.14
NCR_M82379,Lajpat Nagar,1,3,2,2,4,1.29
NCR_M82380,Rohini,2,1,1,2,5,0.75
NCR_M82381,Connaught Place,3,3,2,2,5,0.71
NCR_M82382,Noida Sector 18,1,3,2,2,2,1.0
NCR_M82383,Dwarka,2,2,2,2,3,1.0
NCR_M82384,Saket,3,2,1,1,3,1.23
NCR_M82385,Gurgaon CyberHub,2,1,1,2,4,0.84
NCR_M82386,Noida Sector 18,1,3,2,1,4,1.26
NCR_M82387,Noida Sector 18,1,2,2,1,3,0.74
NCR_M82388,Lajpat Nagar,2,3,2,1,4,1.23
NCR_M82389,Dwarka,1,1,2,2,4,0.9
NCR_M82390,Lajpat Nagar,2,3,2,1,2,0.87
NCR_M82391,Lajpat Nagar,3,3,1,1,3,1.29
NCR_M82392,Rohini,2,1,2,1,4,0.95
NCR_M82393,Faridabad,2,2,1,1,2,0.93
NCR_M82394,Faridabad,1,2,1,1,3,1.14
NCR_M82395,Saket,2,3,1,1,3,0.85
NCR_M82396,Dwarka,3,2,1,1,3,0.97
NCR_M82397,Dwarka,3,3,1,2,3,0.76
NCR_M82398,Connaught Place,1,2,1,1,5,0.83
NCR_M82399,Dwarka,1,2,1,1,2,1.22
NCR_M82400,Gurgaon CyberHub,3,1,2,1,2,0.94
NCR_M82401,Connaught Place,3,2,2,1,5,0.99
NCR_M82402,Noida Sector 18,1,3,2,2,5,1.19
NCR_M82403,Lajpat Nagar,2,1,1,2,3,0.94
NCR_M82404,Saket,3,1,1,2,4,0.72
NCR_M82405,Faridabad,1,3,1,2,5,0.99
NCR_M82406,Dwarka,2,2,2,1,4,1.11
NCR_M82407,Rohini,1,1,1,1,5,0.83
NCR_M82408,Rohini,1,3,1,1,4,0.77
NCR_M82409,Saket,2,3,1,2,4,1.03
NCR_M82410,Dwarka,3,3,2,2,3,1.27
NCR_M82411,Faridabad,1,3,2,2,4,0.82
NCR_M82412,Faridabad,1,1,1,1,3,0.94
NCR_M82413,Gurgaon CyberHub,3,2,1,1,2,0.78
NCR_M82414,Faridabad,2,3,2,2,3,0.92
NCR_M82415,Gurgaon CyberHub,3,3,2,1,2,0.78
NCR_M82416,Saket,3,1,2,1,4,0.74
NCR_M82417,Lajpat Nagar,1,3,2,1,3,1.07
NCR_M82418,Faridabad,2,3,2,1,2,1.26
NCR_M82419,Faridabad,2,3,1,2,4,1.01
NCR_M82420,Rohini,2,2,2,2,3,1.27
NCR_M82421,Saket,2,3,2,2,5,1.04
NCR_M82422,Noida Sector 18,3,1,1,2,2,0.92
NCR_M82423,Faridabad,3,2,1,1,4,0.78
NCR_M82424,Faridabad,2,2,2,1,3,1.29
NCR_M82425,Faridabad,2,3,2,1,4,0.81
NCR_M82426,Rohini,1,1,1,1,2,0.94
NCR_M82427,Dwarka,2,3,2,2,4,1.21
NCR_M82428,Lajpat Nagar,3,2,1,2,4,0.74
NCR_M82429,Lajpat Nagar,3,1,1,2,4,0.71
NCR_M82430,Connaught Place,2,1,2,1,3,1.24
NCR_M82431,Faridabad,2,1,2,2,5,0.73
NCR_M82432,Dwarka,3,3,2,1,3,1.0
NCR_M82433,Rohini,1,3,2,1,4,0.74
NCR_M82434,Saket,2,2,1,1,3,0.87
NCR_M82435,Dwarka,2,1,2,2,3,1.18
NCR_M82436,Faridabad,1,3,1,1,4,0.82
NCR_M82437,Dwarka,2,1,2,1,2,1.17
NCR_M82438,Saket,2,2,2,2,3,0.84
NCR_M82439,Gurgaon CyberHub,3,1,1,1,2,0.77
NCR_M82440,Saket,2,1,1,2,3,0.84
NCR_M82441,Lajpat Nagar,2,3,1,2,4,0.94
NCR_M82442,Connaught Place,3,2,1,1,4,0.97
NCR_M82443,Gurgaon CyberHub,2,3,2,2,4,0.95
NCR_M82444,Saket,3,3,1,1,3,1.08
NCR_M82445,Faridabad,3,3,2,1,2,1.14
NCR_M82446,Saket,1,2,1,2,5,1.29
NCR_M82447,Rohini,2,1,2,1,2,0.99
NCR_M82448,Noida Sector 18,3,2,2,2,5,1.29
NCR_M82449,Dwarka,2,1,1,1,2,1.12
NCR_M82450,Dwarka,3,3,1,2,2,0.74
NCR_M82451,Noida Sector 18,2,1,1,2,3,1.21
NCR_M82452,Dwarka,3,1,2,2,2,1.19
NCR_M82453,Saket,3,2,1,2,2,0.87
NCR_M82454,Dwarka,3,3,2,2,3,0.71
NCR_M82455,Connaught Place,3,3,1,1,3,0.87
NCR_M82456,Saket,2,2,1,1,5,1.04
NCR_M82457,Lajpat Nagar,2,3,1,2,4,1.25
NCR_M82458,Saket,3,2,1,1,5,1.24
NCR_M82459,Noida Sector 18,2,1,2,1,4,1.18
NCR_M82460,Gurgaon CyberHub,3,2,1,1,4,0.72
NCR_M82461,Noida Sector 18,2,1,2,2,4,0.78
NCR_M82462,Dwarka,3,2,2,1,3,1.13
NCR_M82463,Gurgaon CyberHub,2,3,2,2,2,0.95
NCR_M82464,Saket,1,2,2,1,4,0.84
NCR_M82465,Noida Sector 18,2,2,2,1,4,1.08
NCR_M82466,Gurgaon CyberHub,2,3,1,1,4,1.22
NCR_M82467,Dwarka,2,1,1,2,2,0.74
NCR_M82468,Noida Sector 18,2,1,1,2,5,0.94
NCR_M82469,Faridabad,3,3,2,1,5,0.85
NCR_M82470,Faridabad,3,2,1,1,5,0.85
NCR_M82471,Saket,3,2,2,1,3,1.15
NCR_M82472,Faridabad,1,1,2,2,3,0.76
NCR_M82473,Faridabad,2,2,2,1,3,0.75
NCR_M82474,Noida Sector 18,1,3,2,2,4,1.02
NCR_M82475,Dwarka,1,3,1,2,5,0.78
NCR_M82476,Rohini,2,1,1,1,2,0.71
NCR_M82477,Saket,2,1,1,2,5,1.1
NCR_M82478,Connaught Place,1,2,1,1,5,1.14
NCR_M82479,Gurgaon CyberHub,1,2,2,1,4,0.84
NCR_M82480,Faridabad,1,2,1,2,4,1.2
NCR_M82481,Noida Sector 18,1,3,1,1,5,0.8
NCR_M82482,Lajpat Nagar,2,1,2,1,3,0.8
NCR_M82483,Gurgaon CyberHub,2,2,2,2,3,0.87
NCR_M82484,Dwarka,2,1,1,1,4,0.71
NCR_M82485,Gurgaon CyberHub,2,2,1,2,3,0.92
NCR_M82486,Saket,1,1,2,2,2,0.88
NCR_M82487,Dwarka,3,1,2,1,2,1.19
NCR_M82488,Dwarka,1,2,2,2,5,0.84
NCR_M82489,Dwarka,1,2,2,1,3,1.27
NCR_M82490,Rohini,2,2,2,2,2,0.99
NCR_M82491,Noida Sector 18,2,1,2,2,2,1.14
NCR_M82492,Connaught Place,3,3,2,2,2,1.08
NCR_M82493,Faridabad,3,1,2,1,3,0.83
NCR_M82494,Noida Sector 18,3,1,1,1,4,0.97
NCR_M82495,Faridabad,2,1,2,1,2,0.91
NCR_M82496,Dwarka,1,1,1,2,4,0.78
NCR_M82497,Dwarka,3,2,2,1,3,1.26
NCR_M82498,Gurgaon CyberHub,3,1,2,2,4,0.81
NCR_M82499,Dwarka,2,1,2,2,2,0.85
NCR_M82500,Dwarka,1,1,1,2,4,1.23
NCR_M82501,Faridabad,2,3,1,1,3,1.08
NCR_M82502,Rohini,1,1,1,2,3,0.97
NCR_M82503,Noida Sector 18,2,2,1,1,4,1.22
NCR_M82504,Dwarka,2,3,1,1,5,1.28
NCR_M82505,Lajpat Nagar,1,3,2,1,3,1.21
NCR_M82506,Saket,3,3,1,1,3,0.94
NCR_M82507,Noida Sector 18,1,1,2,1,5,1.06
NCR_M82508,Rohini,2,1,1,2,3,0.7
NCR_M82509,Saket,3,1,2,2,3,0.8
NCR_M82510,Lajpat Nagar,1,3,2,2,2,0.83
NCR_M82511,Faridabad,2,1,2,1,2,1.04
NCR_M82512,Lajpat Nagar,2,1,2,1,3,1.05
NCR_M82513,Gurgaon CyberHub,3,1,1,2,5,0.71
NCR_M82514,Lajpat Nagar,2,1,1,2,5,1.05
NCR_M82515,Saket,1,2,1,2,5,0.97
NCR_M82516,Lajpat Nagar,2,2,1,1,2,0.75
NCR_M82517,Faridabad,1,2,2,1,5,1.28
NCR_M82518,Faridabad,3,2,2,2,4,1.13
NCR_M82519,Lajpat Nagar,2,3,1,2,2,1.16
NCR_M82520,Connaught Place,3,2,1,2,5,1.04
NCR_M82521,Rohini,3,3,2,1,4,1.08
NCR_M82522,Noida Sector 18,1,1,1,2,3,0.72
NCR_M82523,Dwarka,1,2,1,1,3,0.79
NCR_M82524,Faridabad,3,2,2,2,3,0.82
NCR_M82525,Faridabad,1,3,2,2,4,0.72
NCR_M82526,Dwarka,2,2,1,2,5,0.88
NCR_M82527,Gurgaon CyberHub,3,3,1,2,5,1.06
NCR_M82528,Faridabad,3,3,2,1,3,1.15
NCR_M82529,Saket,3,2,1,2,5,1.19
NCR_M82530,Saket,1,1,1,1,4,1.17
NCR_M82531,Dwarka,1,2,1,1,2,1.25
NCR_M82532,Dwarka,3,2,2,2,2,0.74
NCR_M82533,Noida Sector 18,2,3,1,1,3,0.74
NCR_M82534,Connaught Place,2,1,1,1,4,0.86
NCR_M82535,Faridabad,2,1,2,2,2,0.84
NCR_M82536,Gurgaon CyberHub,1,3,1,1,5,1.04
NCR_M82537,Gurgaon CyberHub,2,3,2,1,3,1.25
NCR_M82538,Dwarka,2,2,2,2,2,0.92
NCR_M82539,Noida Sector 18,1,1,1,2,3,0.88
NCR_M82540,Gurgaon CyberHub,1,3,2,2,3,1.14
NCR_M82541,Gurgaon CyberHub,3,3,1,1,4,0.76
NCR_M82542,Dwarka,2,2,2,1,3,0.74
NCR_M82543,Rohini,1,1,1,2,4,0.82
NCR_M82544,Saket,3,3,1,1,3,1.18
NCR_M82545,Connaught Place,1,3,2,1,5,1.07
NCR_M82546,Noida Sector 18,2,3,2,1,5,0.78
NCR_M82547,Lajpat Nagar,3,2,2,2,5,1.29
NCR_M82548,Noida Sector 18,3,3,2,1,3,0.98
NCR_M82549,Lajpat Nagar,2,2,2,1,2,0.7
NCR_M82550,Saket,1,2,1,2,4,0.91
NCR_M82551,Rohini,1,3,1,1,5,1.1
NCR_M82552,Faridabad,1,1,2,2,2,1.0
NCR_M82553,Saket,3,3,2,1,4,0.81
NCR_M82554,Connaught Place,2,3,2,1,4,1.08
NCR_M82555,Connaught Place,2,2,2,2,5,0.97
NCR_M82556,Connaught Place,3,3,1,2,2,0.88
NCR_M82557,Gurgaon CyberHub,2,1,2,2,4,1.0
