order_id,weather,traffic_index,rider_density,zone,hour_of_day,weather_friction,traffic_friction,rider_density_friction,zone_congestion,hour_friction,ambient_friction_multiplier
1741,Smog,0.81,Low,Dwarka,13,0.9799,1.146,1.12,1.05,1.18,1.5562
1734,Clear,0.59,Medium,Gurgaon CyberHub,14,0.9817,1.077,1.0,1.15,1.12,1.4469
1709,Clear,0.38,Medium,Connaught Place,7,1.002,1.038,1.0,1.2,1.02,1.2477
645,Clear,0.77,Low,Dwarka,12,1.0303,1.131,1.12,1.05,1.15,1.6208
1405,Smog,0.97,Medium,Saket,20,1.1154,1.242,1.0,1.08,1.22,1.8116
1743,Clear,0.65,Medium,Dwarka,12,0.9984,1.095,1.0,1.05,1.15,1.3373
1751,Clear,0.87,Medium,Connaught Place,13,0.9818,1.182,1.0,1.2,1.18,1.6248
1772,Smog,0.83,Low,Noida Sector 18,7,1.1315,1.158,1.12,1.1,1.02,1.5794
1769,Rain,0.91,High,Noida Sector 18,21,1.1245,1.206,0.95,1.1,1.2,1.6756
662,Clear,0.58,High,Lajpat Nagar,12,1.0101,1.074,0.95,1.18,1.15,1.3832
1755,Clear,0.38,Medium,Saket,13,0.9923,1.038,1.0,1.08,1.18,1.3077
669,Clear,0.79,Low,Dwarka,12,0.9854,1.137,1.12,1.05,1.15,1.4534
676,Clear,0.68,High,Rohini,21,1.0022,1.104,0.95,1.06,1.2,1.3551
1445,Heatwave,0.8,High,Lajpat Nagar,13,1.0586,1.14,0.95,1.18,1.18,1.638
1826,Rain,0.81,Medium,Saket,20,1.1427,1.146,1.0,1.08,1.22,1.7089
1842,Heatwave,0.5,Medium,Dwarka,13,1.0799,1.05,1.0,1.05,1.18,1.3845
1841,Clear,0.56,High,Rohini,21,1.0185,1.068,0.95,1.06,1.2,1.2935
1457,Clear,0.54,Low,Noida Sector 18,7,0.9804,1.062,1.12,1.1,1.02,1.255
764,Heatwave,0.72,Medium,Lajpat Nagar,13,1.1053,1.116,1.0,1.18,1.18,1.7161
1652,Smog,0.45,Medium,Dwarka,11,1.1876,1.045,1.0,1.05,1.08,1.3922
2000,Clear,0.3,Medium,Lajpat Nagar,21,1.0039,1.03,1.0,1.18,1.2,1.4451
1957,Heatwave,0.53,High,Dwarka,10,1.0794,1.059,0.95,1.05,1.06,1.2188
1614,Heatwave,0.9,Low,Noida Sector 18,11,1.084,1.2,1.12,1.1,1.08,1.7771
2090,Clear,0.65,Low,Noida Sector 18,16,1.0249,1.095,1.12,1.1,1.04,1.4398
2004,Clear,0.77,Medium,Connaught Place,16,1.001,1.131,1.0,1.2,1.04,1.4208
819,Smog,0.3,Medium,Noida Sector 18,20,1.0808,1.03,1.0,1.1,1.22,1.4904
834,Heatwave,0.78,High,Dwarka,15,1.045,1.134,0.95,1.05,1.05,1.2088
832,Clear,0.78,High,Faridabad,11,1.0059,1.134,0.95,1.04,1.08,1.2051
824,Smog,0.92,High,Gurgaon CyberHub,12,1.032,1.212,0.95,1.15,1.15,1.5733
2119,Fog,0.36,Medium,Saket,10,1.1445,1.036,1.0,1.08,1.06,1.3472
2197,Clear,0.88,Medium,Faridabad,21,1.0244,1.188,1.0,1.04,1.2,1.5251
1786,Clear,0.51,Medium,Noida Sector 18,12,0.9796,1.053,1.0,1.1,1.15,1.306
2105,Clear,0.38,Medium,Lajpat Nagar,13,0.9572,1.038,1.0,1.18,1.18,1.3907
2218,Fog,0.84,Medium,Saket,16,1.1303,1.164,1.0,1.08,1.04,1.4719
1798,Heatwave,0.5,Low,Dwarka,13,1.0333,1.05,1.12,1.05,1.18,1.5191
2222,Clear,0.43,Medium,Gurgaon CyberHub,13,1.0253,1.043,1.0,1.15,1.18,1.4379
1861,Fog,0.7,Low,Saket,19,1.1725,1.11,1.12,1.08,1.18,1.8818
2203,Heatwave,0.96,Low,Connaught Place,21,1.0583,1.236,1.12,1.2,1.2,2.1036
903,Fog,0.96,Medium,Faridabad,8,1.1138,1.236,1.0,1.04,1.04,1.4963
2286,Clear,0.39,High,Lajpat Nagar,11,0.9745,1.039,0.95,1.18,1.08,1.2718
909,Rain,0.69,Medium,Rohini,19,1.1438,1.107,1.0,1.06,1.18,1.5402
2267,Clear,0.58,High,Faridabad,10,1.0125,1.074,0.95,1.04,1.06,1.1175
1914,Rain,0.45,Low,Dwarka,14,1.2006,1.045,1.12,1.05,1.12,1.66
2372,Smog,0.8,High,Connaught Place,22,1.0335,1.14,0.95,1.2,1.1,1.5012
919,Smog,0.51,High,Saket,12,1.0939,1.053,0.95,1.08,1.15,1.284
1967,Smog,0.53,High,Dwarka,14,1.0703,1.059,0.95,1.05,1.12,1.2495
931,Clear,0.39,Medium,Gurgaon CyberHub,13,0.9938,1.039,1.0,1.15,1.18,1.373
1930,Heatwave,0.93,Low,Rohini,12,1.0036,1.218,1.12,1.06,1.15,1.6142
945,Smog,0.62,Medium,Faridabad,5,1.1386,1.086,1.0,1.04,1.0,1.2794
2555,Rain,0.53,Low,Lajpat Nagar,12,1.1245,1.059,1.12,1.18,1.15,1.7707
2043,Rain,0.58,Medium,Rohini,10,1.1939,1.074,1.0,1.06,1.06,1.4309
2009,Rain,0.87,High,Saket,19,1.1194,1.182,0.95,1.08,1.18,1.6263
2050,Clear,0.66,Medium,Connaught Place,12,1.0002,1.098,1.0,1.2,1.15,1.5301
2523,Clear,0.82,Medium,Dwarka,9,0.9712,1.152,1.0,1.05,1.05,1.1963
2528,Heatwave,0.96,High,Noida Sector 18,19,1.0625,1.236,0.95,1.1,1.18,1.6568
2478,Clear,0.51,High,Saket,21,0.9834,1.053,0.95,1.08,1.2,1.2411
997,Heatwave,0.71,Low,Gurgaon CyberHub,12,1.005,1.113,1.12,1.15,1.15,1.625
2605,Clear,0.87,Low,Saket,21,0.9964,1.182,1.12,1.08,1.2,1.7411
2111,Rain,0.82,Medium,Dwarka,13,1.1042,1.152,1.0,1.05,1.18,1.5763
1001,Smog,0.46,High,Saket,9,1.1356,1.046,0.95,1.08,1.05,1.2882
2094,Heatwave,0.96,Low,Dwarka,12,1.1353,1.236,1.12,1.05,1.15,1.9917
2608,Rain,0.95,High,Dwarka,12,1.0803,1.23,0.95,1.05,1.15,1.5006
2625,Clear,0.52,Low,Lajpat Nagar,14,0.9859,1.056,1.12,1.18,1.12,1.5427
2644,Fog,0.83,Low,Noida Sector 18,23,1.1299,1.158,1.12,1.1,1.05,1.6253
2627,Rain,1.0,Medium,Connaught Place,13,1.2174,1.26,1.0,1.2,1.18,2.19
1021,Heatwave,0.67,Medium,Dwarka,17,1.0668,1.101,1.0,1.05,1.06,1.3554
2282,Clear,0.65,High,Rohini,22,0.9787,1.095,0.95,1.06,1.1,1.1828
1033,Clear,0.86,High,Connaught Place,16,1.0155,1.176,0.95,1.2,1.04,1.4607
1035,Heatwave,0.77,Low,Saket,11,1.0903,1.131,1.12,1.08,1.08,1.6679
2909,Clear,0.39,Medium,Noida Sector 18,15,0.9599,1.039,1.0,1.1,1.05,1.1749
2654,Heatwave,0.81,Medium,Lajpat Nagar,12,1.122,1.146,1.0,1.18,1.15,1.7644
2786,Smog,0.96,High,Lajpat Nagar,10,1.1412,1.236,0.95,1.18,1.06,1.6854
2812,Clear,0.91,High,Dwarka,19,1.011,1.206,0.95,1.05,1.18,1.4424
2948,Clear,0.75,Medium,Rohini,11,0.9947,1.125,1.0,1.06,1.08,1.2683
2830,Rain,0.74,High,Saket,10,1.2353,1.122,0.95,1.08,1.06,1.5027
1079,Heatwave,0.68,Low,Dwarka,23,1.0813,1.104,1.12,1.05,1.05,1.4818
2965,Smog,0.68,Low,Rohini,22,0.9922,1.104,1.12,1.06,1.1,1.4048
2409,Rain,0.48,Medium,Lajpat Nagar,14,1.1721,1.048,1.0,1.18,1.12,1.6122
2852,Clear,0.5,Medium,Dwarka,13,1.0007,1.05,1.0,1.05,1.18,1.2792
1073,Heatwave,0.32,Medium,Connaught Place,8,1.1532,1.032,1.0,1.2,1.04,1.4669
1103,Clear,0.97,High,Connaught Place,20,1.0005,1.242,0.95,1.2,1.22,1.7476
1134,Smog,0.74,Low,Connaught Place,21,1.0421,1.122,1.12,1.2,1.2,1.8432
3073,Clear,0.5,Low,Saket,19,0.9935,1.05,1.12,1.08,1.18,1.5451
1129,Smog,0.84,Low,Connaught Place,19,1.0295,1.164,1.12,1.2,1.18,1.8879
2472,Smog,0.64,Low,Lajpat Nagar,14,1.0969,1.092,1.12,1.18,1.12,1.7537
2874,Heatwave,0.39,Medium,Lajpat Nagar,12,1.0758,1.039,1.0,1.18,1.15,1.5115
3008,Rain,0.76,Low,Connaught Place,19,1.1819,1.128,1.12,1.2,1.18,2.1557
2488,Rain,0.43,Low,Connaught Place,7,1.2529,1.043,1.12,1.2,1.02,1.7997
2542,Clear,0.94,Medium,Dwarka,20,1.0263,1.224,1.0,1.05,1.22,1.5958
1152,Smog,0.63,High,Faridabad,18,1.1417,1.089,0.95,1.04,1.1,1.3421
1159,Heatwave,0.46,High,Rohini,18,1.0405,1.046,0.95,1.06,1.1,1.2508
3037,Clear,0.83,Low,Rohini,22,0.9861,1.158,1.12,1.06,1.1,1.4488
3132,Clear,0.57,High,Gurgaon CyberHub,21,1.0169,1.071,0.95,1.15,1.2,1.3857
3062,Clear,0.45,Medium,Dwarka,19,1.0385,1.045,1.0,1.05,1.18,1.3396
2543,Clear,0.44,High,Dwarka,20,0.9562,1.044,0.95,1.05,1.22,1.2343
3044,Clear,0.75,High,Dwarka,21,0.98,1.125,0.95,1.05,1.2,1.3234
3079,Smog,0.5,High,Dwarka,11,1.0969,1.05,0.95,1.05,1.08,1.1937
2545,Smog,0.77,Low,Faridabad,16,1.0453,1.131,1.12,1.04,1.04,1.4316
3076,Clear,0.56,High,Noida Sector 18,16,1.0267,1.068,0.95,1.1,1.04,1.194
1210,Clear,0.5,Medium,Saket,17,0.9823,1.05,1.0,1.08,1.06,1.1241
1202,Clear,0.36,High,Lajpat Nagar,15,0.9741,1.036,0.95,1.18,1.05,1.1587
2562,Clear,0.59,High,Gurgaon CyberHub,11,0.9759,1.077,0.95,1.15,1.08,1.2247
3195,Clear,0.5,Low,Lajpat Nagar,22,0.9931,1.05,1.12,1.18,1.1,1.5556
1213,Rain,0.67,High,Noida Sector 18,10,1.2232,1.101,0.95,1.1,1.06,1.4534
1221,Clear,0.32,Medium,Saket,20,0.9797,1.032,1.0,1.08,1.22,1.3185
3148,Heatwave,0.42,High,Rohini,8,1.103,1.042,0.95,1.06,1.04,1.213
1203,Clear,0.43,Medium,Faridabad,22,0.9647,1.043,1.0,1.04,1.1,1.1369
3171,Clear,0.62,Low,Saket,0,1.0164,1.086,1.12,1.08,1.02,1.3136
2639,Clear,0.84,High,Lajpat Nagar,13,1.032,1.164,0.95,1.18,1.18,1.6035
1226,Rain,0.9,High,Connaught Place,20,1.1467,1.2,0.95,1.2,1.22,1.8296
1264,Rain,0.86,High,Faridabad,15,1.1038,1.176,0.95,1.04,1.05,1.3781
3337,Clear,0.52,Low,Lajpat Nagar,13,0.9992,1.056,1.12,1.18,1.18,1.6155
3341,Smog,0.33,High,Connaught Place,21,1.1363,1.033,0.95,1.2,1.2,1.626
3376,Clear,0.98,Low,Saket,10,1.0172,1.248,1.12,1.08,1.06,1.6759
3346,Clear,0.51,High,Noida Sector 18,19,0.9502,1.053,0.95,1.1,1.18,1.2056
3342,Clear,0.88,High,Lajpat Nagar,11,1.0129,1.188,0.95,1.18,1.08,1.4454
3333,Smog,0.88,Medium,Faridabad,12,1.1342,1.188,1.0,1.04,1.15,1.6108
2761,Clear,0.84,Low,Rohini,15,0.9822,1.164,1.12,1.06,1.05,1.4603
2740,Fog,0.79,Low,Dwarka,20,1.1818,1.137,1.12,1.05,1.22,1.9493
3470,Heatwave,0.38,High,Connaught Place,22,1.062,1.038,0.95,1.2,1.1,1.3629
3374,Smog,0.41,Low,Faridabad,12,1.0785,1.041,1.12,1.04,1.15,1.4853
1279,Clear,0.66,High,Rohini,20,0.9882,1.098,0.95,1.06,1.22,1.3599
1289,Clear,0.86,Medium,Lajpat Nagar,22,1.0089,1.176,1.0,1.18,1.1,1.5
3412,Clear,0.57,Medium,Lajpat Nagar,6,1.0057,1.071,1.0,1.18,1.01,1.2533
1288,Clear,0.45,Medium,Saket,20,1.0389,1.045,1.0,1.08,1.22,1.4649
3513,Fog,0.94,Medium,Lajpat Nagar,13,1.1898,1.224,1.0,1.18,1.18,2.0212
2802,Fog,0.47,Low,Saket,12,1.1391,1.047,1.12,1.08,1.15,1.6331
3568,Fog,0.55,High,Saket,13,1.0808,1.065,0.95,1.08,1.18,1.3867
1310,Rain,0.97,High,Noida Sector 18,11,1.199,1.242,0.95,1.1,1.08,1.7076
3565,Clear,0.82,High,Lajpat Nagar,21,0.9648,1.152,0.95,1.18,1.2,1.4593
3408,Fog,0.38,Low,Gurgaon CyberHub,23,1.2072,1.038,1.12,1.15,1.05,1.7044
1312,Smog,0.82,High,Connaught Place,19,1.0901,1.152,0.95,1.2,1.18,1.6268
3595,Smog,0.91,Medium,Faridabad,20,0.9974,1.206,1.0,1.04,1.22,1.5304
3587,Rain,0.6,Low,Faridabad,12,1.161,1.08,1.12,1.04,1.15,1.6984
2808,Clear,0.66,High,Dwarka,15,1.0258,1.098,0.95,1.05,1.05,1.1862
3496,Heatwave,0.62,High,Faridabad,14,1.0742,1.086,0.95,1.04,1.12,1.2828
2840,Clear,0.7,High,Connaught Place,19,1.0172,1.11,0.95,1.2,1.18,1.5413
3627,Clear,0.62,Medium,Lajpat Nagar,13,1.0046,1.086,1.0,1.18,1.18,1.4949
3498,Clear,0.5,High,Dwarka,13,1.0185,1.05,0.95,1.05,1.18,1.2455
1323,Clear,0.82,High,Lajpat Nagar,10,1.0114,1.152,0.95,1.18,1.06,1.3589
1361,Clear,0.73,Medium,Noida Sector 18,10,0.9904,1.119,1.0,1.1,1.06,1.2462
3492,Rain,0.86,Low,Lajpat Nagar,16,1.2345,1.176,1.12,1.18,1.04,1.941
3581,Smog,0.66,High,Rohini,21,1.0949,1.098,0.95,1.06,1.2,1.4556
1377,Clear,0.43,High,Connaught Place,11,1.0029,1.043,0.95,1.2,1.08,1.2813
3687,Heatwave,0.81,High,Gurgaon CyberHub,19,1.0711,1.146,0.95,1.15,1.18,1.5836
3611,Smog,0.4,High,Rohini,19,1.132,1.04,0.95,1.06,1.18,1.3397
1418,Clear,0.91,High,Gurgaon CyberHub,20,1.0105,1.206,0.95,1.15,1.22,1.6435
2971,Heatwave,0.36,High,Lajpat Nagar,10,1.0914,1.036,0.95,1.18,1.06,1.3638
2985,Fog,0.38,Medium,Connaught Place,7,1.1431,1.038,1.0,1.2,1.02,1.4888
3613,Fog,0.85,Low,Saket,14,1.2207,1.17,1.12,1.08,1.12,1.9652
3761,Smog,0.82,High,Faridabad,12,1.2501,1.152,0.95,1.04,1.15,1.6494
3727,Clear,0.54,Medium,Dwarka,2,1.0237,1.062,1.0,1.05,1.0,1.1304
3049,Smog,0.6,Low,Gurgaon CyberHub,11,1.076,1.08,1.12,1.15,1.08,1.6184
3006,Smog,0.67,High,Dwarka,21,1.0421,1.101,0.95,1.05,1.2,1.3605
3899,Fog,0.88,Medium,Saket,0,1.1375,1.188,1.0,1.08,1.02,1.4995
1441,Smog,0.55,Medium,Faridabad,14,1.1066,1.065,1.0,1.04,1.12,1.42
3929,Fog,0.91,Medium,Connaught Place,19,1.1789,1.206,1.0,1.2,1.18,1.9557
1442,Clear,0.55,Low,Faridabad,17,1.0118,1.065,1.12,1.04,1.06,1.3474
3928,Clear,0.43,High,Faridabad,13,1.0089,1.043,0.95,1.04,1.18,1.2032
3058,Rain,0.5,High,Dwarka,20,1.1556,1.05,0.95,1.05,1.22,1.458
3845,Fog,0.74,Medium,Dwarka,6,1.0938,1.122,1.0,1.05,1.01,1.3709
3083,Rain,0.56,Medium,Faridabad,14,1.0008,1.068,1.0,1.04,1.12,1.2922
3180,Heatwave,0.86,High,Saket,22,1.048,1.176,0.95,1.08,1.1,1.3902
1465,Clear,0.51,Low,Connaught Place,13,1.0208,1.053,1.12,1.2,1.18,1.6596
3937,Fog,0.64,High,Dwarka,13,1.2099,1.092,0.95,1.05,1.18,1.5266
4009,Clear,0.5,Medium,Faridabad,12,0.9707,1.05,1.0,1.04,1.15,1.2373
3192,Clear,0.94,Medium,Gurgaon CyberHub,7,0.9874,1.224,1.0,1.15,1.02,1.3906
3143,Clear,0.67,Medium,Rohini,14,1.0062,1.101,1.0,1.06,1.12,1.2686
3950,Heatwave,0.62,High,Gurgaon CyberHub,13,1.1368,1.086,0.95,1.15,1.18,1.6325
1471,Clear,0.61,High,Dwarka,13,0.9959,1.083,0.95,1.05,1.18,1.2637
4045,Smog,0.33,High,Saket,22,1.203,1.033,0.95,1.08,1.1,1.4329
4030,Clear,0.36,Medium,Noida Sector 18,15,0.9868,1.036,1.0,1.1,1.05,1.173
3199,Fog,0.69,Medium,Saket,11,1.1891,1.107,1.0,1.08,1.08,1.5385
4006,Clear,0.85,High,Lajpat Nagar,22,0.9831,1.17,0.95,1.18,1.1,1.3607
1478,Clear,0.37,High,Saket,12,0.9828,1.037,0.95,1.08,1.15,1.2315
4089,Smog,0.4,High,Noida Sector 18,18,0.982,1.04,0.95,1.1,1.1,1.1826
4056,Smog,0.68,Low,Faridabad,8,1.0742,1.104,1.12,1.04,1.04,1.4377
4054,Smog,0.4,Medium,Lajpat Nagar,23,1.1184,1.04,1.0,1.18,1.05,1.4154
4061,Clear,0.94,Low,Connaught Place,17,0.9767,1.224,1.12,1.2,1.06,1.6977
1505,Fog,0.46,Medium,Dwarka,19,1.2173,1.046,1.0,1.05,1.18,1.5985
3285,Smog,0.68,Medium,Rohini,20,1.1561,1.104,1.0,1.06,1.22,1.6815
1500,Clear,0.92,High,Saket,20,1.0091,1.212,0.95,1.08,1.22,1.5361
4091,Heatwave,0.99,High,Noida Sector 18,12,1.0878,1.254,0.95,1.1,1.15,1.628
1503,Clear,0.58,High,Noida Sector 18,23,0.9897,1.074,0.95,1.1,1.05,1.1534
4132,Heatwave,0.41,Low,Dwarka,19,0.9999,1.041,1.12,1.05,1.18,1.4655
3293,Smog,0.65,High,Faridabad,20,1.0864,1.095,0.95,1.04,1.22,1.4274
4096,Smog,0.52,High,Rohini,20,1.1391,1.056,0.95,1.06,1.22,1.476
1519,Clear,0.58,High,Lajpat Nagar,8,0.9805,1.074,0.95,1.18,1.04,1.2438
3326,Heatwave,0.68,High,Noida Sector 18,20,1.0368,1.104,0.95,1.1,1.22,1.4751
4113,Rain,0.6,High,Rohini,13,1.1825,1.08,0.95,1.06,1.18,1.4946
4139,Clear,0.4,Medium,Saket,19,1.019,1.04,1.0,1.08,1.18,1.3727
4137,Clear,0.35,High,Gurgaon CyberHub,8,1.016,1.035,0.95,1.15,1.04,1.2002
4203,Fog,0.8,High,Saket,1,1.1962,1.14,0.95,1.08,1.01,1.3944
4127,Heatwave,0.34,High,Gurgaon CyberHub,11,1.1101,1.034,0.95,1.15,1.08,1.3122
4157,Rain,0.78,High,Noida Sector 18,23,1.2257,1.134,0.95,1.1,1.05,1.5595
1546,Clear,0.64,Medium,Faridabad,8,1.029,1.092,1.0,1.04,1.04,1.2264
4185,Clear,0.71,High,Lajpat Nagar,23,1.0019,1.113,0.95,1.18,1.05,1.2985
3328,Clear,0.32,Medium,Noida Sector 18,20,1.0248,1.032,1.0,1.1,1.22,1.3959
4226,Heatwave,0.78,High,Lajpat Nagar,23,1.0761,1.134,0.95,1.18,1.05,1.4382
3368,Smog,0.42,Low,Saket,14,1.1726,1.042,1.12,1.08,1.12,1.6232
1580,Clear,0.33,Low,Dwarka,0,1.0119,1.033,1.12,1.05,1.02,1.2189
3440,Fog,0.36,Medium,Rohini,16,1.1215,1.036,1.0,1.06,1.04,1.281
4242,Heatwave,0.88,Low,Saket,22,1.1182,1.188,1.12,1.08,1.1,1.7639
3458,Heatwave,0.53,Medium,Faridabad,15,1.0368,1.059,1.0,1.04,1.05,1.2114
3457,Smog,0.38,High,Rohini,8,1.0554,1.038,0.95,1.06,1.04,1.128
4271,Clear,0.94,Low,Saket,8,0.9793,1.224,1.12,1.08,1.04,1.5512
3441,Clear,0.74,High,Connaught Place,3,1.0108,1.122,0.95,1.2,1.0,1.287
3471,Rain,0.72,Low,Noida Sector 18,17,1.1807,1.116,1.12,1.1,1.06,1.7925
4367,Heatwave,0.61,Low,Faridabad,20,1.0635,1.083,1.12,1.04,1.22,1.5572
4282,Heatwave,0.84,Medium,Connaught Place,12,0.9866,1.164,1.0,1.2,1.15,1.5748
4347,Smog,0.72,High,Dwarka,13,1.2094,1.116,0.95,1.05,1.18,1.5432
4366,Clear,0.76,High,Gurgaon CyberHub,11,1.0113,1.128,0.95,1.15,1.08,1.3147
3500,Clear,0.69,Low,Lajpat Nagar,11,0.9547,1.107,1.12,1.18,1.08,1.5347
4336,Clear,0.54,Medium,Faridabad,8,0.9834,1.062,1.0,1.04,1.04,1.1217
4452,Rain,0.55,High,Gurgaon CyberHub,19,1.2594,1.065,0.95,1.15,1.18,1.7219
4449,Rain,0.94,Medium,Faridabad,14,1.0893,1.224,1.0,1.04,1.12,1.6093
1643,Clear,0.69,Medium,Rohini,19,1.0111,1.107,1.0,1.06,1.18,1.3929
3538,Clear,0.71,Medium,Rohini,12,0.9644,1.113,1.0,1.06,1.15,1.3609
3540,Heatwave,0.63,High,Faridabad,20,1.0908,1.089,0.95,1.04,1.22,1.4341
1664,Clear,0.87,Low,Dwarka,14,0.9921,1.182,1.12,1.05,1.12,1.4695
4526,Clear,0.9,Low,Saket,19,1.0135,1.2,1.12,1.08,1.18,1.7197
3585,Fog,0.91,Medium,Lajpat Nagar,11,1.0822,1.206,1.0,1.18,1.08,1.7292
1702,Clear,0.74,High,Gurgaon CyberHub,0,0.9746,1.122,0.95,1.15,1.02,1.235
3616,Smog,0.5,High,Faridabad,13,1.1093,1.05,0.95,1.04,1.18,1.3466
1691,Clear,1.0,Medium,Lajpat Nagar,14,0.987,1.26,1.0,1.18,1.12,1.6195
3642,Rain,0.47,Low,Saket,18,1.1644,1.047,1.12,1.08,1.1,1.6369
3588,Rain,0.45,Medium,Dwarka,1,1.1773,1.045,1.0,1.05,1.01,1.3388
4555,Clear,0.95,High,Connaught Place,2,1.0062,1.23,0.95,1.2,1.0,1.4176
3646,Clear,0.47,High,Lajpat Nagar,3,0.9996,1.047,0.95,1.18,1.0,1.1373
4610,Clear,0.49,High,Lajpat Nagar,18,0.9934,1.049,0.95,1.18,1.1,1.2547
3683,Clear,0.37,High,Connaught Place,8,0.9841,1.037,0.95,1.2,1.04,1.1772
4589,Fog,0.8,High,Connaught Place,15,1.1538,1.14,0.95,1.2,1.05,1.5971
4564,Clear,0.34,High,Rohini,15,0.9961,1.034,0.95,1.06,1.05,1.1325
4640,Heatwave,0.96,High,Rohini,23,1.0423,1.236,0.95,1.06,1.05,1.373
4618,Heatwave,0.57,Medium,Dwarka,19,1.072,1.071,1.0,1.05,1.18,1.4123
4623,Clear,0.42,High,Noida Sector 18,20,0.9815,1.042,0.95,1.1,1.22,1.3048
4604,Clear,0.89,Medium,Connaught Place,12,0.9994,1.194,1.0,1.2,1.15,1.6628
4657,Clear,0.39,High,Noida Sector 18,12,0.9968,1.039,0.95,1.1,1.15,1.2394
4655,Rain,0.72,Medium,Noida Sector 18,1,1.2146,1.116,1.0,1.1,1.01,1.4766
4684,Fog,0.87,Medium,Lajpat Nagar,21,1.0623,1.182,1.0,1.18,1.2,1.733
4622,Heatwave,0.86,High,Saket,0,1.1033,1.176,0.95,1.08,1.02,1.3143
1750,Clear,0.94,High,Saket,20,1.0045,1.224,0.95,1.08,1.22,1.5601
4654,Rain,0.5,High,Gurgaon CyberHub,8,1.2575,1.05,0.95,1.15,1.04,1.5087
4627,Fog,0.6,High,Saket,17,1.1117,1.08,0.95,1.08,1.06,1.3177
1762,Heatwave,0.94,Low,Rohini,13,1.0477,1.224,1.12,1.06,1.18,1.7719
4675,Heatwave,0.34,High,Dwarka,1,1.0304,1.034,0.95,1.05,1.01,1.0725
3769,Clear,0.48,Low,Rohini,13,0.977,1.048,1.12,1.06,1.18,1.39
3760,Smog,0.76,Medium,Faridabad,9,1.0694,1.128,1.0,1.04,1.05,1.3692
4798,Smog,0.49,Medium,Saket,11,1.1092,1.049,1.0,1.08,1.08,1.3679
1782,Heatwave,0.85,High,Gurgaon CyberHub,8,1.0607,1.17,0.95,1.15,1.04,1.3757
4708,Rain,0.47,Medium,Dwarka,21,1.2689,1.047,1.0,1.05,1.2,1.6709
4805,Clear,0.48,Low,Rohini,17,0.9608,1.048,1.12,1.06,1.06,1.2801
4819,Clear,0.56,High,Lajpat Nagar,13,1.0075,1.068,0.95,1.18,1.18,1.4237
1832,Clear,0.65,Medium,Lajpat Nagar,10,0.974,1.095,1.0,1.18,1.06,1.3673
3791,Rain,0.4,High,Gurgaon CyberHub,20,1.2269,1.04,0.95,1.15,1.22,1.7399
4844,Heatwave,0.91,High,Saket,6,1.068,1.206,0.95,1.08,1.01,1.2844
4859,Heatwave,0.79,High,Gurgaon CyberHub,19,1.0991,1.137,0.95,1.15,1.18,1.6725
4949,Smog,0.36,High,Rohini,14,1.0424,1.036,0.95,1.06,1.12,1.2402
1848,Clear,0.32,High,Dwarka,12,1.0458,1.032,0.95,1.05,1.15,1.1975
1852,Smog,0.48,High,Noida Sector 18,19,1.109,1.048,0.95,1.1,1.18,1.4191
3926,Rain,0.59,Medium,Rohini,11,1.143,1.077,1.0,1.06,1.08,1.4148
4926,Smog,0.75,Medium,Faridabad,18,1.0584,1.125,1.0,1.04,1.1,1.3381
4951,Clear,0.77,High,Gurgaon CyberHub,14,1.0044,1.131,0.95,1.15,1.12,1.3721
1907,Heatwave,0.47,Medium,Gurgaon CyberHub,21,1.1254,1.047,1.0,1.15,1.2,1.5725
1923,Smog,0.45,Low,Connaught Place,16,1.04,1.045,1.12,1.2,1.04,1.5237
4994,Clear,0.52,High,Connaught Place,17,1.0138,1.056,0.95,1.2,1.06,1.2918
1873,Heatwave,0.93,High,Rohini,8,1.1374,1.218,0.95,1.06,1.04,1.4554
3971,Smog,0.5,Medium,Lajpat Nagar,13,1.0208,1.05,1.0,1.18,1.18,1.5577
4993,Clear,0.33,Medium,Gurgaon CyberHub,10,1.0029,1.033,1.0,1.15,1.06,1.2651
1939,Clear,0.6,Medium,Noida Sector 18,10,0.9934,1.08,1.0,1.1,1.06,1.2522
1937,Smog,0.53,Medium,Lajpat Nagar,11,1.0659,1.059,1.0,1.18,1.08,1.4651
5048,Fog,0.89,Medium,Connaught Place,18,1.2527,1.194,1.0,1.2,1.1,1.9964
5051,Clear,0.85,Medium,Faridabad,10,0.9808,1.17,1.0,1.04,1.06,1.2641
5037,Clear,0.84,High,Connaught Place,15,1.0386,1.164,0.95,1.2,1.05,1.4331
1941,Fog,0.66,High,Rohini,19,1.1007,1.098,0.95,1.06,1.18,1.4036
5117,Fog,0.71,High,Saket,13,1.1305,1.113,0.95,1.08,1.18,1.5763
5088,Rain,0.86,Medium,Gurgaon CyberHub,14,1.0726,1.176,1.0,1.15,1.12,1.6573
1947,Clear,0.46,Medium,Saket,20,1.0058,1.046,1.0,1.08,1.22,1.4053
5057,Clear,0.42,High,Noida Sector 18,14,1.0075,1.042,0.95,1.1,1.12,1.2162
5143,Fog,0.34,Low,Rohini,23,1.0351,1.034,1.12,1.06,1.05,1.328
5039,Smog,0.76,Medium,Faridabad,19,1.1138,1.128,1.0,1.04,1.18,1.5105
1969,Rain,0.91,Low,Noida Sector 18,9,1.1196,1.206,1.12,1.1,1.05,1.7157
4102,Fog,0.34,High,Saket,12,1.1762,1.034,0.95,1.08,1.15,1.4132
