order_id,merchant_id,zone,cart_items,structural_minimum_time_sec,historical_speed_index
942,NCR_M12908,Connaught Place,4,798.53,0.83
1082,NCR_M17337,Rohini,4,944.85,0.71
17211,NCR_M85221,Noida Sector 18,4,1037.59,0.81
935,NCR_M93848,Faridabad,4,844.14,0.74
17226,NCR_M52332,Dwarka,3,623.88,0.81
960,NCR_M80673,Connaught Place,4,702.25,0.71
1161,NCR_M77756,Gurgaon CyberHub,4,1610.94,1.3
1085,NCR_M68784,Gurgaon CyberHub,4,1106.45,1.08
480,NCR_M69952,Rohini,4,846.98,0.94
17271,NCR_M52510,Faridabad,3,936.0,0.96
1149,NCR_M6473,Lajpat Nagar,4,1362.95,1.03
8148,NCR_M22381,Gurgaon CyberHub,4,1303.72,1.29
17252,NCR_M27281,Connaught Place,4,1780.79,1.11
984,NCR_M21860,Gurgaon CyberHub,4,1451.82,1.21
8192,NCR_M99342,Lajpat Nagar,3,1033.99,0.87
8183,NCR_M48403,Lajpat Nagar,3,731.92,0.82
17317,NCR_M8263,Rohini,3,665.8,0.9
17349,NCR_M11067,Connaught Place,3,1003.72,1.22
8207,NCR_M15555,Dwarka,3,1004.3,1.27
8187,NCR_M7009,Gurgaon CyberHub,4,1131.0,0.78
17352,NCR_M87852,Connaught Place,4,630.92,0.71
1681,NCR_M80800,Saket,4,1189.66,1.18
17414,NCR_M16239,Lajpat Nagar,3,801.31,0.78
17383,NCR_M82026,Faridabad,4,1151.79,0.79
1297,NCR_M17154,Connaught Place,4,1024.62,0.77
8222,NCR_M59354,Dwarka,4,1242.65,0.99
1758,NCR_M52093,Saket,4,2135.1,1.27
1419,NCR_M43153,Gurgaon CyberHub,4,1003.32,0.81
1510,NCR_M49105,Dwarka,4,798.75,1.15
1780,NCR_M24284,Faridabad,4,1078.27,0.72
17423,NCR_M46430,Connaught Place,4,1453.02,1.01
17465,NCR_M77224,Noida Sector 18,4,1088.64,1.25
17544,NCR_M88535,Noida Sector 18,4,975.63,1.0
1641,NCR_M54958,Rohini,4,2134.67,1.12
734,NCR_M28888,Noida Sector 18,4,815.6,0.78
17585,NCR_M46173,Noida Sector 18,3,862.66,0.87
8326,NCR_M4356,Rohini,3,691.94,0.86
1360,NCR_M33702,Gurgaon CyberHub,4,804.64,0.78
17581,NCR_M41535,Saket,4,912.52,1.11
8354,NCR_M71443,Saket,3,329.35,0.74
8327,NCR_M61275,Rohini,4,1249.65,1.05
829,NCR_M78109,Connaught Place,4,883.4,0.75
8370,NCR_M12280,Faridabad,4,593.17,0.83
1767,NCR_M43492,Faridabad,4,1523.62,0.88
8362,NCR_M76148,Rohini,4,1222.28,0.82
17655,NCR_M8262,Saket,3,726.43,1.15
2154,NCR_M4475,Saket,4,1414.66,1.19
2381,NCR_M91415,Saket,4,1421.64,0.8
17750,NCR_M28391,Faridabad,3,1000.71,1.18
1938,NCR_M26926,Saket,4,1549.0,1.0
17700,NCR_M82175,Dwarka,4,1229.51,0.82
8408,NCR_M59052,Saket,3,823.35,0.91
2438,NCR_M89008,Saket,4,480.91,0.71
8387,NCR_M4788,Lajpat Nagar,4,1052.23,0.93
943,NCR_M73399,Dwarka,4,2112.25,1.19
8413,NCR_M58178,Rohini,3,1090.84,0.87
2456,NCR_M43725,Rohini,4,1006.71,1.11
2519,NCR_M10664,Noida Sector 18,4,467.49,0.72
2333,NCR_M16121,Noida Sector 18,4,912.04,1.01
1022,NCR_M22741,Saket,4,679.04,1.18
8422,NCR_M2036,Connaught Place,4,998.61,1.01
2369,NCR_M57444,Connaught Place,4,715.1,0.72
2623,NCR_M67389,Dwarka,4,1036.48,1.18
8459,NCR_M52336,Rohini,3,1242.16,1.11
940,NCR_M43316,Faridabad,4,1668.35,1.24
17935,NCR_M64166,Rohini,3,1702.15,1.29
8466,NCR_M46628,Lajpat Nagar,3,1036.51,0.77
2324,NCR_M8304,Saket,4,1404.95,0.86
2763,NCR_M49335,Gurgaon CyberHub,4,1592.4,0.99
17929,NCR_M55893,Saket,4,1190.65,0.95
2448,NCR_M61197,Faridabad,4,1159.09,0.81
2697,NCR_M65701,Dwarka,4,1240.95,1.02
17966,NCR_M39727,Noida Sector 18,4,1080.42,1.03
8541,NCR_M75752,Dwarka,3,361.61,1.09
17982,NCR_M49607,Faridabad,4,1648.99,1.05
18021,NCR_M30695,Connaught Place,3,646.78,0.72
8544,NCR_M31254,Gurgaon CyberHub,3,476.92,1.2
3219,NCR_M24231,Lajpat Nagar,4,1798.32,1.0
8574,NCR_M53975,Rohini,3,1616.59,1.21
18050,NCR_M63546,Connaught Place,4,875.79,0.84
8592,NCR_M16926,Saket,3,1148.55,1.17
18073,NCR_M6034,Connaught Place,4,1166.7,1.1
2700,NCR_M62462,Faridabad,4,1190.36,1.12
2686,NCR_M2666,Rohini,4,1636.46,0.94
8588,NCR_M27026,Saket,4,1167.34,1.24
18197,NCR_M23534,Lajpat Nagar,3,1067.9,0.78
18165,NCR_M45898,Noida Sector 18,4,1090.98,0.84
3401,NCR_M77662,Saket,4,1023.18,1.22
3363,NCR_M20999,Gurgaon CyberHub,4,1204.84,1.13
18215,NCR_M61249,Rohini,4,628.52,1.05
18155,NCR_M23058,Faridabad,4,1811.47,0.96
8646,NCR_M79245,Connaught Place,3,622.7,0.89
18269,NCR_M83609,Connaught Place,3,599.21,0.86
8673,NCR_M70632,Rohini,3,801.71,0.85
8643,NCR_M97032,Faridabad,3,1165.98,0.88
18288,NCR_M67174,Connaught Place,3,1432.96,1.23
3009,NCR_M80207,Faridabad,4,1406.3,1.22
3697,NCR_M38735,Gurgaon CyberHub,4,938.35,0.94
18298,NCR_M62073,Dwarka,4,891.55,1.0
18308,NCR_M64176,Faridabad,3,907.37,0.86
3795,NCR_M63784,Connaught Place,4,973.61,1.17
18344,NCR_M94195,Lajpat Nagar,3,1023.22,1.15
8707,NCR_M70740,Saket,3,636.77,0.72
8704,NCR_M87055,Dwarka,3,855.48,0.98
8718,NCR_M51043,Rohini,3,1156.01,0.87
18451,NCR_M52358,Saket,4,2050.38,1.22
18404,NCR_M8670,Saket,4,1705.17,1.15
3395,NCR_M67903,Lajpat Nagar,4,915.43,1.04
18478,NCR_M18911,Saket,3,679.54,0.97
4270,NCR_M56960,Gurgaon CyberHub,4,1723.85,1.21
8751,NCR_M96624,Dwarka,3,1284.84,1.23
3461,NCR_M367,Rohini,4,1391.43,0.93
18460,NCR_M48416,Lajpat Nagar,4,1583.26,1.26
18506,NCR_M9908,Gurgaon CyberHub,3,938.95,0.96
18517,NCR_M95826,Noida Sector 18,3,464.63,1.06
4338,NCR_M32781,Saket,4,1675.07,1.1
4381,NCR_M57880,Noida Sector 18,4,900.65,0.86
18542,NCR_M85160,Noida Sector 18,3,252.79,1.3
18546,NCR_M35086,Rohini,4,2031.67,1.19
18502,NCR_M65500,Lajpat Nagar,4,1852.53,1.2
1668,NCR_M20427,Dwarka,4,1254.62,0.87
8809,NCR_M48198,Lajpat Nagar,3,1189.14,1.18
3636,NCR_M7486,Dwarka,4,1137.85,1.04
4715,NCR_M49528,Saket,4,1230.7,0.77
4495,NCR_M64601,Saket,4,1090.23,0.72
18656,NCR_M98561,Faridabad,4,923.38,0.81
4738,NCR_M91006,Noida Sector 18,4,1154.34,0.75
3816,NCR_M81440,Dwarka,4,1567.41,0.94
18678,NCR_M68749,Connaught Place,4,1021.85,0.74
3842,NCR_M58529,Noida Sector 18,4,1340.1,1.13
5106,NCR_M27800,Faridabad,4,1144.02,0.96
8834,NCR_M46340,Saket,4,1693.49,1.29
8864,NCR_M16088,Dwarka,4,941.56,1.04
18743,NCR_M7447,Connaught Place,3,1225.9,1.06
8876,NCR_M50461,Lajpat Nagar,3,1292.58,1.09
8899,NCR_M94818,Saket,3,515.62,1.13
18752,NCR_M58261,Dwarka,3,1290.4,0.99
1971,NCR_M14878,Lajpat Nagar,4,1371.47,1.08
5104,NCR_M24724,Saket,4,2019.38,1.19
8930,NCR_M12944,Connaught Place,3,1139.69,1.1
1966,NCR_M10307,Saket,4,1512.3,0.97
8905,NCR_M36785,Noida Sector 18,4,1138.77,0.95
18737,NCR_M20456,Faridabad,3,787.36,0.92
5260,NCR_M90028,Noida Sector 18,4,842.51,0.7
18846,NCR_M71449,Rohini,4,777.28,1.13
5314,NCR_M29975,Rohini,4,1481.35,1.25
18911,NCR_M27372,Faridabad,3,738.43,0.89
18910,NCR_M98747,Connaught Place,3,1340.25,1.29
18898,NCR_M3937,Connaught Place,4,1420.88,1.22
5608,NCR_M33167,Connaught Place,4,1225.56,0.86
4257,NCR_M25728,Noida Sector 18,4,623.03,0.9
18962,NCR_M63970,Connaught Place,3,823.04,0.87
4414,NCR_M28369,Faridabad,4,1224.35,0.77
5647,NCR_M68532,Dwarka,4,910.13,0.76
2181,NCR_M39098,Dwarka,4,2303.6,1.29
9026,NCR_M34985,Dwarka,3,995.03,1.21
9017,NCR_M50860,Noida Sector 18,4,1647.4,1.03
19094,NCR_M44292,Faridabad,3,697.27,1.15
19153,NCR_M65229,Faridabad,3,919.48,1.07
9014,NCR_M92100,Lajpat Nagar,4,1163.11,1.18
5683,NCR_M22151,Noida Sector 18,4,1635.53,0.95
5880,NCR_M22062,Connaught Place,4,598.34,0.71
19155,NCR_M29179,Rohini,4,1201.52,0.99
2311,NCR_M56791,Noida Sector 18,4,1162.16,0.81
2278,NCR_M65697,Connaught Place,4,1083.9,1.09
9080,NCR_M15649,Gurgaon CyberHub,3,766.57,0.8
19082,NCR_M61780,Faridabad,3,1773.01,1.16
4975,NCR_M36673,Saket,4,1301.09,1.08
2319,NCR_M69110,Dwarka,4,971.73,0.88
6116,NCR_M60522,Saket,4,959.96,0.94
19226,NCR_M34594,Noida Sector 18,3,923.92,0.89
6092,NCR_M13787,Connaught Place,4,1339.83,0.77
6205,NCR_M94037,Saket,4,1006.1,1.08
9112,NCR_M9816,Dwarka,4,725.68,0.75
6341,NCR_M21967,Dwarka,4,1258.86,0.77
9115,NCR_M13795,Rohini,4,980.87,0.78
19216,NCR_M31424,Saket,4,1129.05,0.71
9129,NCR_M99481,Dwarka,4,796.8,1.06
9124,NCR_M21303,Lajpat Nagar,3,976.06,0.99
19291,NCR_M61065,Rohini,4,789.76,1.09
9145,NCR_M86801,Connaught Place,4,1098.28,1.1
2394,NCR_M85141,Dwarka,4,1025.2,0.9
19235,NCR_M27836,Noida Sector 18,4,1503.88,1.21
2379,NCR_M73357,Gurgaon CyberHub,4,677.13,0.84
19318,NCR_M49283,Connaught Place,3,1246.67,1.24
6517,NCR_M52715,Lajpat Nagar,4,1208.02,0.94
6576,NCR_M67036,Lajpat Nagar,4,1748.6,1.1
19336,NCR_M23815,Dwarka,4,2155.94,1.23
9188,NCR_M24090,Connaught Place,4,1693.35,1.0
19405,NCR_M73163,Saket,3,663.38,0.83
9199,NCR_M55832,Noida Sector 18,3,1606.17,1.09
19401,NCR_M32747,Connaught Place,3,486.6,0.75
9190,NCR_M81674,Noida Sector 18,4,1608.39,1.26
2439,NCR_M51941,Faridabad,4,1323.14,1.11
2495,NCR_M86797,Noida Sector 18,4,1074.26,0.98
5414,NCR_M36477,Gurgaon CyberHub,4,1169.95,1.2
9170,NCR_M26284,Dwarka,4,1309.16,1.02
5455,NCR_M1770,Connaught Place,4,864.79,0.79
9206,NCR_M42279,Gurgaon CyberHub,3,430.78,0.82
19426,NCR_M46995,Noida Sector 18,3,1148.28,1.3
6737,NCR_M62899,Saket,4,1748.38,1.29
6675,NCR_M15635,Dwarka,4,1312.72,1.03
19479,NCR_M10966,Connaught Place,4,1079.26,0.98
9236,NCR_M27567,Faridabad,4,1282.56,0.93
7009,NCR_M52197,Rohini,4,1190.98,0.99
6952,NCR_M98680,Connaught Place,4,1181.5,1.15
9245,NCR_M48286,Gurgaon CyberHub,3,914.29,1.09
9246,NCR_M55500,Saket,4,1280.76,0.9
9271,NCR_M19421,Faridabad,3,858.05,1.22
9279,NCR_M25237,Faridabad,3,589.15,0.71
5684,NCR_M6219,Gurgaon CyberHub,4,1676.41,1.06
19597,NCR_M49893,Lajpat Nagar,4,1534.99,1.3
19599,NCR_M74032,Connaught Place,3,980.14,1.15
5702,NCR_M99390,Saket,4,1817.12,1.12
9285,NCR_M64058,Faridabad,4,2227.1,1.22
9280,NCR_M78610,Saket,4,528.57,0.78
2711,NCR_M76908,Connaught Place,4,1819.0,1.24
19635,NCR_M83131,Lajpat Nagar,4,1909.54,1.14
19651,NCR_M11227,Faridabad,3,685.8,1.22
7460,NCR_M52272,Connaught Place,4,1136.91,0.9
19666,NCR_M10047,Connaught Place,3,1193.06,1.2
9300,NCR_M37118,Noida Sector 18,3,708.84,0.71
19700,NCR_M4966,Saket,3,351.76,1.11
7339,NCR_M59479,Dwarka,4,1063.93,0.88
19747,NCR_M78873,Noida Sector 18,4,1571.81,1.13
19750,NCR_M57278,Noida Sector 18,3,776.02,1.09
9325,NCR_M85380,Lajpat Nagar,4,941.22,0.89
7347,NCR_M59614,Saket,4,1907.89,1.13
19786,NCR_M17374,Saket,3,1030.35,1.27
9341,NCR_M45453,Gurgaon CyberHub,4,2209.91,1.28
19730,NCR_M50090,Dwarka,4,1549.87,1.13
19788,NCR_M6655,Noida Sector 18,3,1495.43,0.97
19800,NCR_M31281,Noida Sector 18,4,1418.83,1.21
7709,NCR_M56142,Lajpat Nagar,4,1523.11,0.92
9347,NCR_M87944,Gurgaon CyberHub,4,1551.06,0.96
19849,NCR_M67895,Lajpat Nagar,3,1591.65,1.26
7840,NCR_M26584,Gurgaon CyberHub,4,763.37,0.79
19814,NCR_M94243,Lajpat Nagar,4,1623.83,1.16
9383,NCR_M6361,Rohini,4,1543.72,1.3
9379,NCR_M53969,Connaught Place,3,453.75,0.88
6245,NCR_M3744,Faridabad,4,1098.75,1.21
9399,NCR_M7160,Lajpat Nagar,3,690.84,1.05
7954,NCR_M32152,Faridabad,4,427.49,0.74
2974,NCR_M519,Noida Sector 18,4,1568.04,1.25
7974,NCR_M16653,Faridabad,4,1956.36,1.3
9388,NCR_M78462,Dwarka,3,969.16,1.16
9410,NCR_M71012,Saket,4,1709.04,1.07
6552,NCR_M42349,Rohini,4,1066.32,0.83
19936,NCR_M75423,Saket,4,1596.01,1.17
19930,NCR_M77002,Dwarka,4,2095.96,1.05
3065,NCR_M76758,Saket,4,793.99,0.89
8361,NCR_M24396,Rohini,4,1614.32,1.2
19983,NCR_M2336,Faridabad,4,1087.96,0.9
8200,NCR_M70113,Dwarka,4,1776.03,1.25
3141,NCR_M501,Connaught Place,4,789.55,0.7
3122,NCR_M92212,Faridabad,4,863.97,0.87
61,NCR_M8084,Rohini,4,895.74,0.74
117,NCR_M81257,Saket,4,802.46,0.9
9502,NCR_M5544,Saket,3,996.26,0.96
114,NCR_M68813,Noida Sector 18,4,1788.58,0.95
60,NCR_M52238,Dwarka,4,1172.61,1.21
8372,NCR_M96172,Rohini,4,645.26,1.02
6665,NCR_M89717,Faridabad,4,679.55,1.23
9510,NCR_M6614,Rohini,3,1160.19,1.18
9544,NCR_M66864,Noida Sector 18,3,735.77,1.16
9534,NCR_M40541,Rohini,4,825.31,0.84
127,NCR_M76203,Rohini,4,1247.42,0.95
8564,NCR_M26256,Connaught Place,4,1212.57,0.96
6845,NCR_M85667,Lajpat Nagar,4,1909.79,1.19
9575,NCR_M22069,Connaught Place,3,1388.99,1.1
398,NCR_M49058,Saket,4,1073.89,0.72
9555,NCR_M18947,Connaught Place,3,724.93,0.8
9559,NCR_M20548,Dwarka,4,1705.13,1.04
9588,NCR_M85238,Noida Sector 18,4,1536.0,1.26
8804,NCR_M5770,Connaught Place,4,1222.49,0.88
3303,NCR_M24884,Faridabad,4,2365.12,1.27
9616,NCR_M61341,Lajpat Nagar,3,1059.29,1.3
8910,NCR_M79200,Saket,4,2241.53,1.15
3336,NCR_M35163,Dwarka,4,1849.69,1.14
9599,NCR_M88389,Saket,4,1897.11,1.21
9579,NCR_M85925,Lajpat Nagar,4,1496.92,1.02
9619,NCR_M33435,Noida Sector 18,3,1169.77,0.93
653,NCR_M22103,Dwarka,4,1531.24,1.13
3384,NCR_M21537,Connaught Place,4,1484.43,0.83
8752,NCR_M77892,Gurgaon CyberHub,4,1062.25,1.08
9130,NCR_M67771,Faridabad,4,817.42,0.94
966,NCR_M50389,Dwarka,4,1163.11,0.74
9310,NCR_M50776,Lajpat Nagar,4,1271.25,1.02
9660,NCR_M31148,Gurgaon CyberHub,4,1631.71,1.11
8933,NCR_M50527,Rohini,4,1290.82,0.83
9427,NCR_M23660,Connaught Place,4,1152.76,0.71
1319,NCR_M82097,Gurgaon CyberHub,4,1323.83,0.95
9717,NCR_M23089,Dwarka,3,1698.85,1.21
9697,NCR_M68465,Rohini,3,1134.8,0.83
9698,NCR_M59999,Connaught Place,3,1815.89,1.19
3666,NCR_M40383,Rohini,4,738.18,0.84
1395,NCR_M28185,Connaught Place,4,910.64,0.84
9314,NCR_M20100,Lajpat Nagar,4,1717.65,0.96
7759,NCR_M69811,Noida Sector 18,4,1478.62,1.17
3712,NCR_M90507,Lajpat Nagar,4,1001.27,0.95
9722,NCR_M91281,Faridabad,4,996.26,0.82
7917,NCR_M37740,Noida Sector 18,4,857.67,1.01
9772,NCR_M8390,Lajpat Nagar,3,1358.62,1.23
10013,NCR_M17353,Noida Sector 18,4,1546.92,1.16
9941,NCR_M21149,Gurgaon CyberHub,4,962.88,1.02
1837,NCR_M31829,Connaught Place,4,1759.82,1.04
10176,NCR_M68041,Saket,4,1085.51,1.05
9832,NCR_M56796,Dwarka,4,1203.0,1.1
9827,NCR_M58621,Gurgaon CyberHub,4,1035.92,1.01
1827,NCR_M94280,Lajpat Nagar,4,754.42,0.75
10006,NCR_M94431,Saket,4,1556.29,1.01
3907,NCR_M96532,Noida Sector 18,4,1340.55,0.88
10412,NCR_M57115,Saket,4,1829.49,1.2
9844,NCR_M40712,Gurgaon CyberHub,4,1216.82,1.21
8274,NCR_M17749,Noida Sector 18,4,1094.67,0.79
9847,NCR_M88637,Saket,3,1264.67,1.09
9885,NCR_M33692,Gurgaon CyberHub,3,916.97,0.72
3944,NCR_M88518,Saket,4,1658.56,1.17
8416,NCR_M65283,Gurgaon CyberHub,4,1407.32,1.14
786,NCR_M98245,Faridabad,4,596.17,0.94
9860,NCR_M60361,Lajpat Nagar,4,1062.55,1.09
9903,NCR_M10247,Faridabad,3,1156.93,1.1
8548,NCR_M59396,Dwarka,4,1576.14,1.03
9895,NCR_M32487,Connaught Place,4,876.12,1.02
8584,NCR_M30341,Lajpat Nagar,4,1314.89,0.77
9911,NCR_M84875,Rohini,4,1090.27,0.92
4173,NCR_M50301,Noida Sector 18,4,854.57,0.86
10469,NCR_M3087,Dwarka,4,818.81,0.86
9926,NCR_M91072,Lajpat Nagar,4,924.67,1.07
9931,NCR_M14861,Dwarka,3,787.25,0.83
8632,NCR_M17014,Connaught Place,4,691.47,0.76
9925,NCR_M7408,Faridabad,4,1184.04,0.85
8777,NCR_M33543,Gurgaon CyberHub,4,1337.65,0.94
9947,NCR_M24936,Lajpat Nagar,4,1148.24,0.9
10771,NCR_M49080,Noida Sector 18,4,1330.63,0.72
11105,NCR_M34112,Gurgaon CyberHub,4,894.01,0.82
10898,NCR_M56551,Rohini,4,1854.95,1.02
10003,NCR_M75698,Dwarka,3,1227.96,1.13
979,NCR_M89118,Faridabad,4,1026.6,0.72
4292,NCR_M97814,Dwarka,4,1025.65,0.71
9978,NCR_M86937,Noida Sector 18,4,969.81,0.86
11127,NCR_M76956,Connaught Place,4,1596.53,0.91
4346,NCR_M40566,Saket,4,1892.79,0.99
9229,NCR_M19284,Saket,4,1926.02,1.1
10021,NCR_M66471,Dwarka,3,1340.47,1.2
10025,NCR_M86917,Faridabad,4,1245.73,1.26
10008,NCR_M79553,Noida Sector 18,4,1384.84,0.95
9357,NCR_M38234,Saket,4,1496.78,1.3
1048,NCR_M22696,Saket,4,1193.0,0.98
1016,NCR_M90489,Rohini,4,1124.25,0.83
2849,NCR_M42735,Lajpat Nagar,4,1633.05,1.03
10052,NCR_M81258,Dwarka,3,662.85,0.94
4404,NCR_M1506,Lajpat Nagar,4,1652.24,1.25
1059,NCR_M5364,Gurgaon CyberHub,4,1086.74,0.71
2895,NCR_M48709,Gurgaon CyberHub,4,1191.73,0.8
10081,NCR_M43615,Rohini,3,1511.75,1.18
2853,NCR_M1011,Connaught Place,4,1733.48,1.28
10084,NCR_M19862,Connaught Place,3,899.5,0.77
11474,NCR_M24126,Faridabad,4,2290.69,1.18
1075,NCR_M9370,Connaught Place,4,1211.58,1.29
10094,NCR_M69394,Saket,3,397.41,0.85
1078,NCR_M26672,Gurgaon CyberHub,4,955.11,0.8
11626,NCR_M75401,Saket,4,652.19,1.24
10109,NCR_M64513,Dwarka,3,1293.79,1.17
4482,NCR_M98027,Noida Sector 18,4,1643.14,0.94
10103,NCR_M75657,Lajpat Nagar,4,1231.16,0.86
11713,NCR_M85760,Lajpat Nagar,4,1337.05,0.92
10108,NCR_M97687,Lajpat Nagar,4,1170.98,0.72
10128,NCR_M44139,Lajpat Nagar,3,724.57,0.98
11694,NCR_M53421,Dwarka,4,907.07,0.96
4597,NCR_M68090,Noida Sector 18,4,1209.64,0.97
10116,NCR_M15490,Rohini,3,754.4,0.9
11961,NCR_M59790,Connaught Place,4,1324.1,0.99
4608,NCR_M69926,Gurgaon CyberHub,4,888.89,0.75
4626,NCR_M49704,Lajpat Nagar,4,1473.38,1.15
10162,NCR_M87487,Noida Sector 18,3,937.11,1.01
2603,NCR_M76626,Lajpat Nagar,4,1207.3,1.07
12015,NCR_M58229,Faridabad,4,1198.16,0.8
9993,NCR_M3052,Dwarka,4,1730.08,1.13
9983,NCR_M38091,Faridabad,4,1014.52,0.71
4651,NCR_M28806,Connaught Place,4,487.04,0.73
10214,NCR_M94979,Saket,3,550.24,1.16
10228,NCR_M44558,Lajpat Nagar,3,936.4,0.85
10205,NCR_M2556,Noida Sector 18,3,1348.46,1.16
12010,NCR_M50242,Faridabad,4,1708.4,1.21
3509,NCR_M78304,Rohini,4,948.07,0.78
12138,NCR_M65995,Faridabad,4,1813.47,1.17
3618,NCR_M16067,Noida Sector 18,4,1001.14,1.04
1334,NCR_M4722,Noida Sector 18,4,1456.48,1.13
10249,NCR_M77983,Dwarka,4,1405.65,1.14
10229,NCR_M6305,Lajpat Nagar,4,1317.75,1.22
12297,NCR_M42968,Gurgaon CyberHub,4,950.52,0.89
12383,NCR_M78764,Dwarka,4,914.05,0.7
12226,NCR_M40463,Dwarka,4,1500.35,1.14
10306,NCR_M71835,Connaught Place,3,1527.42,1.29
10293,NCR_M50156,Connaught Place,3,1191.3,1.23
10324,NCR_M75843,Dwarka,3,809.09,0.79
2939,NCR_M2590,Rohini,4,1248.93,0.99
3742,NCR_M37079,Noida Sector 18,4,1187.79,0.94
10323,NCR_M54919,Noida Sector 18,4,1238.75,0.85
12401,NCR_M13602,Connaught Place,4,1637.29,0.95
10441,NCR_M7712,Saket,4,1653.4,0.97
4955,NCR_M86901,Noida Sector 18,4,772.36,0.94
10338,NCR_M59431,Rohini,3,1827.33,1.29
10344,NCR_M63328,Rohini,3,580.2,1.09
3036,NCR_M99243,Noida Sector 18,4,1267.78,1.18
5065,NCR_M95147,Connaught Place,4,1359.92,0.86
10367,NCR_M3971,Connaught Place,4,851.57,0.81
10664,NCR_M69536,Rohini,4,1184.48,1.1
10395,NCR_M86571,Noida Sector 18,4,1072.42,0.97
4031,NCR_M36177,Lajpat Nagar,4,1129.42,1.12
5084,NCR_M41731,Noida Sector 18,4,1676.21,1.29
10423,NCR_M82169,Gurgaon CyberHub,3,752.57,1.17
10425,NCR_M13386,Saket,3,641.35,1.01
10398,NCR_M5951,Connaught Place,4,1552.56,1.09
11056,NCR_M73512,Dwarka,4,1237.22,0.89
10884,NCR_M53010,Rohini,4,1182.42,1.0
10422,NCR_M86851,Faridabad,4,764.88,1.19
5149,NCR_M23399,Faridabad,4,1417.93,0.97
12881,NCR_M25278,Noida Sector 18,4,720.0,0.74
4324,NCR_M26762,Lajpat Nagar,4,1202.77,0.73
5111,NCR_M64436,Noida Sector 18,4,1297.02,1.14
4268,NCR_M63945,Saket,4,937.95,0.93
10453,NCR_M31534,Connaught Place,4,1533.22,1.1
10475,NCR_M72503,Noida Sector 18,4,1121.66,0.88
10478,NCR_M72124,Noida Sector 18,4,1112.45,0.95
10961,NCR_M22881,Noida Sector 18,4,972.86,0.96
13271,NCR_M70628,Saket,4,1209.08,0.95
10482,NCR_M41754,Gurgaon CyberHub,4,1053.11,1.21
3534,NCR_M96667,Lajpat Nagar,4,938.0,0.89
10494,NCR_M82598,Connaught Place,3,1020.88,1.26
1671,NCR_M87830,Gurgaon CyberHub,4,966.22,0.92
10511,NCR_M1562,Saket,4,1163.48,1.16
4480,NCR_M53206,Dwarka,4,1408.37,1.16
13427,NCR_M59811,Connaught Place,4,692.63,0.82
10502,NCR_M64483,Dwarka,4,757.76,0.88
11463,NCR_M69193,Rohini,4,1410.86,1.29
10523,NCR_M87155,Saket,4,1306.55,1.22
11539,NCR_M86067,Gurgaon CyberHub,4,1263.0,0.92
10522,NCR_M87409,Connaught Place,4,913.68,0.74
1737,NCR_M28331,Lajpat Nagar,4,1520.56,1.09
11154,NCR_M16140,Gurgaon CyberHub,4,672.52,0.93
10561,NCR_M32978,Dwarka,4,1689.89,1.27
13644,NCR_M4984,Dwarka,4,989.74,0.9
10552,NCR_M39910,Noida Sector 18,3,1143.75,1.27
13685,NCR_M64481,Saket,4,998.9,1.3
4609,NCR_M49030,Faridabad,4,1743.93,1.14
10585,NCR_M21330,Faridabad,4,1116.77,1.18
5433,NCR_M36735,Rohini,4,1539.96,1.06
10581,NCR_M42838,Dwarka,3,384.65,0.76
10600,NCR_M74355,Saket,4,1859.46,1.29
3863,NCR_M76455,Gurgaon CyberHub,4,1097.06,0.79
4953,NCR_M66787,Connaught Place,4,889.73,0.84
10609,NCR_M4759,Saket,3,683.9,0.83
10590,NCR_M67700,Dwarka,4,916.57,0.7
10625,NCR_M82674,Saket,4,453.4,0.71
5359,NCR_M97640,Connaught Place,4,895.69,0.72
11797,NCR_M21833,Lajpat Nagar,4,1135.23,0.75
10608,NCR_M1869,Noida Sector 18,3,945.21,1.3
5392,NCR_M50666,Dwarka,4,1220.05,1.04
10634,NCR_M41863,Faridabad,3,746.17,0.79
13668,NCR_M19729,Faridabad,4,1498.84,1.08
5081,NCR_M93566,Faridabad,4,1009.76,0.8
10659,NCR_M39858,Dwarka,4,1393.65,1.01
10670,NCR_M28184,Lajpat Nagar,4,918.85,0.71
10661,NCR_M88322,Gurgaon CyberHub,3,1518.45,1.08
13661,NCR_M18941,Saket,4,1498.71,0.82
10631,NCR_M5281,Lajpat Nagar,4,1382.19,1.08
10690,NCR_M2165,Rohini,3,978.91,0.72
5099,NCR_M92725,Faridabad,4,1576.51,1.2
11649,NCR_M79625,Faridabad,4,1897.86,1.22
11799,NCR_M18406,Faridabad,4,991.89,1.15
5605,NCR_M2822,Noida Sector 18,4,1483.83,1.08
2024,NCR_M55091,Faridabad,4,574.57,0.79
5271,NCR_M22517,Lajpat Nagar,4,919.44,1.02
12041,NCR_M10474,Gurgaon CyberHub,4,1677.37,1.14
5521,NCR_M46455,Rohini,4,1544.43,1.22
10726,NCR_M42531,Connaught Place,3,648.48,0.79
10738,NCR_M77715,Lajpat Nagar,3,828.33,1.05
2085,NCR_M92555,Lajpat Nagar,4,1076.22,0.86
14009,NCR_M82634,Saket,4,775.88,1.17
5613,NCR_M79633,Faridabad,4,1751.55,1.3
10781,NCR_M69082,Rohini,3,611.13,0.92
12087,NCR_M24799,Connaught Place,4,1176.04,0.78
10747,NCR_M864,Saket,4,925.21,0.92
