order_id,merchant_id,zone,weather,traffic_index,rider_density,hour_of_day,structural_minimum_time_sec,complexity_delta_sec,ambient_friction_multiplier,merchant_marked_ready_sec,trust_weight,is_anomaly,raw_kpt_sec,kpt_floor_sec,kpt_ceiling_sec,buffer_sec,final_predicted_kpt_sec,final_predicted_kpt_min
18401,NCR_M38786,Faridabad,Smog,0.66,Medium,21,970.16,0,1.5222,993.61,1.0,False,1196.96,1107.19,1238.85,17.6,1214.56,20.24
7265,NCR_M63428,Saket,Clear,0.54,Medium,22,1454.62,0,1.2578,1490.57,1.0,False,1631.38,1580.81,1764.61,21.85,1653.23,27.55
15450,NCR_M62002,Rohini,Clear,0.32,High,20,1297.71,0,1.1643,1340.05,1.0,False,1400.26,1292.91,1447.87,18.4,1418.66,23.64
18336,NCR_M61725,Rohini,Clear,0.47,Medium,9,846.0,0,1.1501,901.17,1.0,False,907.27,861.91,952.64,0.0,907.27,15.12
7300,NCR_M10833,Lajpat Nagar,Fog,0.51,High,20,625.88,30,1.6417,667.14,1.0,False,840.37,781.55,872.31,14.49,854.86,14.25
18247,NCR_M5386,Noida Sector 18,Smog,0.43,High,12,719.23,38,1.3905,776.27,1.0,False,892.92,831.91,927.75,12.9,905.82,15.1
7293,NCR_M95899,Connaught Place,Clear,0.52,High,20,1391.77,40,1.4653,1410.1,1.0,False,1733.15,1629.16,1809.41,6.9,1740.05,29.0
7305,NCR_M14709,Rohini,Clear,0.73,Medium,14,608.86,0,1.3357,624.78,1.0,False,703.67,639.17,721.27,31.62,735.29,12.25
18531,NCR_M58601,Dwarka,Smog,0.93,High,22,1020.16,0,1.5662,1070.42,1.0,False,1276.71,1230.75,1370.33,16.42,1293.13,21.55
18468,NCR_M23439,Saket,Fog,0.64,Low,20,846.84,55,1.7827,856.3,1.0,False,1204.12,1152.34,1278.37,8.45,1212.57,20.21
7304,NCR_M82748,Dwarka,Clear,0.54,Medium,20,1204.01,45,1.3913,1210.07,1.0,False,1473.25,1377.49,1533.65,10.35,1483.6,24.73
18410,NCR_M80108,Connaught Place,Clear,0.78,High,20,1218.21,45,1.5168,806.2,0.25,True,1628.84,1541.97,1707.03,2.3,1631.14,27.19
15459,NCR_M60063,Faridabad,Smog,0.88,High,21,1652.4,64,1.4671,1667.22,1.0,False,2078.97,2031.15,2276.47,35.78,2114.75,35.25
15527,NCR_M65429,Faridabad,Smog,0.79,Medium,9,506.6,0,1.4056,202.91,0.25,True,631.01,574.22,647.42,26.52,657.53,10.96
18537,NCR_M86844,Dwarka,Clear,0.72,High,18,676.63,27,1.1835,731.59,1.0,False,765.47,724.65,802.21,2.0,767.47,12.79
18569,NCR_M11003,Lajpat Nagar,Fog,0.49,Low,14,1115.55,0,1.8479,1115.73,1.0,False,1516.45,1464.89,1632.71,19.32,1535.77,25.6
18390,NCR_M36154,Dwarka,Rain,0.66,Medium,20,970.81,0,1.7464,1026.16,1.0,False,1282.94,1163.2,1313.73,36.68,1319.62,21.99
7356,NCR_M22441,Saket,Rain,0.84,Medium,21,757.46,0,1.8117,781.15,1.0,False,1019.54,934.58,1050.12,25.3,1044.84,17.41
15515,NCR_M67502,Saket,Clear,0.81,High,19,912.04,0,1.3658,874.86,0.75,False,1084.12,1042.92,1160.01,13.8,1097.92,18.3
7327,NCR_M32557,Rohini,Clear,0.97,Medium,19,1453.37,40,1.5252,1467.32,1.0,False,1844.3,1718.27,1916.22,12.65,1856.95,30.95
18541,NCR_M67964,Saket,Clear,0.89,Medium,12,1330.91,30,1.4466,1346.74,1.0,False,1636.83,1568.08,1740.5,9.2,1646.03,27.43
18601,NCR_M90726,Faridabad,Smog,0.74,Medium,11,1136.61,52,1.3644,1185.07,1.0,False,1388.39,1261.12,1423.1,28.05,1416.44,23.61
15675,NCR_M90675,Connaught Place,Rain,0.66,High,21,1985.94,30,1.7214,1986.27,1.0,False,2644.96,2570.9,2874.19,29.09,2674.05,44.57
7377,NCR_M6564,Connaught Place,Fog,0.63,Medium,21,1378.04,0,1.7521,1407.5,1.0,False,1824.07,1783.94,2000.4,38.64,1862.71,31.05
18572,NCR_M79924,Noida Sector 18,Fog,0.89,Medium,19,465.44,0,1.9061,441.43,0.75,False,651.9,625.17,694.28,10.87,662.77,11.05
18573,NCR_M5841,Faridabad,Clear,0.88,Low,12,1170.49,74,1.5181,1208.08,1.0,False,1533.35,1426.02,1591.62,13.8,1547.15,25.79
18575,NCR_M15155,Dwarka,Rain,0.66,High,13,1833.65,0,1.4338,1849.94,1.0,False,2195.64,2103.42,2334.7,10.12,2205.76,36.76
15756,NCR_M24195,Gurgaon CyberHub,Smog,0.42,Medium,10,916.81,61,1.3586,953.8,1.0,False,1139.73,1080.84,1195.57,1.02,1140.75,19.01
18697,NCR_M65021,Gurgaon CyberHub,Clear,0.69,High,20,1100.27,0,1.4975,1117.99,1.0,False,1346.43,1263.4,1404.32,8.05,1354.48,22.57
18768,NCR_M46862,Dwarka,Heatwave,0.54,High,0,1107.73,0,1.2793,1139.74,1.0,False,1252.91,1181.91,1310.54,4.2,1257.11,20.95
18679,NCR_M22449,Connaught Place,Fog,0.57,High,18,1220.71,0,1.5318,1263.8,1.0,False,1510.82,1430.25,1583.34,2.1,1512.92,25.22
18584,NCR_M96461,Lajpat Nagar,Clear,0.76,Low,16,1439.27,0,1.6236,1493.52,1.0,False,1833.93,1786.24,1998.98,26.0,1859.93,31.0
18758,NCR_M23529,Connaught Place,Clear,0.4,Medium,18,1249.41,0,1.3025,1280.93,1.0,False,1425.92,1374.58,1530.48,14.0,1439.92,24.0
18706,NCR_M29403,Lajpat Nagar,Heatwave,0.85,Medium,9,743.03,30,1.5822,761.66,1.0,False,972.36,878.37,993.75,33.6,1005.96,16.77
7405,NCR_M4353,Dwarka,Clear,0.42,Low,20,1460.16,72,1.4978,1260.67,0.75,False,1904.33,1822.45,2021.77,8.05,1912.38,31.87
7403,NCR_M185,Gurgaon CyberHub,Rain,0.93,Low,15,1451.06,67,1.9497,1483.67,1.0,False,2119.69,2020.07,2236.28,3.3,2122.99,35.38
18675,NCR_M10385,Connaught Place,Clear,0.86,High,23,388.48,54,1.4001,420.38,1.0,False,523.57,486.05,542.94,13.0,536.57,8.94
18705,NCR_M14320,Noida Sector 18,Heatwave,0.56,Low,23,487.57,0,1.453,510.56,1.0,False,587.72,552.46,613.58,6.3,594.02,9.9
7420,NCR_M20450,Rohini,Rain,0.9,Medium,2,990.67,0,1.5657,917.14,0.75,False,1259.42,1190.15,1318.61,3.3,1262.72,21.05
7426,NCR_M56334,Faridabad,Clear,0.66,Medium,18,1493.25,30,1.3004,1527.9,1.0,False,1737.04,1667.56,1852.84,10.0,1747.04,29.12
18772,NCR_M41206,Gurgaon CyberHub,Fog,0.76,Low,18,1284.11,0,1.7572,1209.24,0.75,False,1727.89,1627.1,1805.65,5.25,1733.14,28.89
15795,NCR_M10427,Lajpat Nagar,Clear,0.61,Medium,15,661.76,0,1.373,679.82,1.0,False,775.42,756.03,846.5,27.5,802.92,13.38
15796,NCR_M7505,Faridabad,Clear,0.7,Low,13,1056.38,0,1.5801,1067.63,1.0,False,1327.89,1298.68,1456.25,36.8,1364.69,22.74
15809,NCR_M56579,Saket,Heatwave,0.57,Medium,21,451.2,25,1.5572,461.64,1.0,False,594.24,541.75,610.28,29.58,623.82,10.4
18723,NCR_M58210,Lajpat Nagar,Clear,0.61,Medium,10,1357.81,0,1.3414,1227.09,0.75,False,1599.76,1522.97,1685.08,2.0,1601.76,26.7
18835,NCR_M33369,Gurgaon CyberHub,Rain,0.36,Low,20,1413.86,0,1.8847,1450.36,1.0,False,1941.01,1859.49,2063.94,10.12,1951.13,32.52
18761,NCR_M52186,Gurgaon CyberHub,Smog,0.77,High,13,782.09,0,1.6843,678.34,0.75,False,1030.64,993.54,1106.22,16.42,1047.06,17.45
7451,NCR_M97631,Faridabad,Smog,0.54,Low,13,974.4,30,1.5252,978.25,1.0,False,1240.42,1208.17,1352.06,30.5,1270.92,21.18
7465,NCR_M80222,Saket,Fog,0.68,Low,12,1783.32,0,1.7063,1804.7,1.0,False,2329.47,2243.28,2496.41,15.7,2345.17,39.09
7484,NCR_M8725,Faridabad,Heatwave,0.37,High,11,1062.34,0,1.2208,1087.7,1.0,False,1173.78,1079.88,1211.34,18.9,1192.68,19.88
18804,NCR_M5085,Gurgaon CyberHub,Clear,0.48,Medium,19,1357.49,0,1.3973,1391.84,1.0,False,1604.65,1569.35,1759.77,36.8,1641.45,27.36
18905,NCR_M34811,Connaught Place,Heatwave,0.96,High,1,990.03,45,1.4492,991.05,1.0,False,1246.0,1152.55,1289.61,15.75,1261.75,21.03
7502,NCR_M82278,Saket,Clear,0.42,Medium,18,1038.6,63,1.1738,1091.37,1.0,False,1193.5,1094.04,1229.3,20.0,1213.5,20.23
18839,NCR_M82298,Lajpat Nagar,Clear,0.78,High,8,734.64,51,1.3275,724.73,0.75,False,919.89,894.13,999.61,23.0,942.89,15.71
19027,NCR_M78873,Noida Sector 18,Clear,0.51,Medium,19,1560.32,0,1.3902,1573.67,1.0,False,1839.72,1771.65,1971.57,14.95,1854.67,30.91
7474,NCR_M20873,Noida Sector 18,Rain,0.75,High,14,459.5,0,1.423,473.65,1.0,False,548.14,508.85,568.42,16.44,564.58,9.41
15899,NCR_M78951,Dwarka,Clear,0.34,High,4,1056.93,40,1.0399,1081.07,1.0,False,1118.6,1079.45,1202.49,15.0,1133.6,18.89
15964,NCR_M70334,Noida Sector 18,Clear,0.91,High,23,1187.27,51,1.2594,1203.1,1.0,False,1389.62,1303.93,1449.38,7.0,1396.62,23.28
7525,NCR_M68844,Dwarka,Clear,0.5,High,21,1979.63,30,1.3004,933.47,0.25,True,2410.46,2345.38,2623.39,28.17,2438.63,40.64
15977,NCR_M98105,Rohini,Fog,0.71,Medium,16,708.78,51,1.453,716.3,1.0,False,915.84,847.15,947.9,15.75,931.59,15.53
15987,NCR_M2597,Rohini,Heatwave,0.88,Low,20,931.75,0,1.963,871.95,0.75,False,1324.08,1233.6,1375.72,13.28,1337.36,22.29
18878,NCR_M17168,Faridabad,Fog,0.45,Low,21,968.24,0,1.6097,981.43,1.0,False,1228.44,1138.36,1272.67,16.9,1245.34,20.76
7533,NCR_M87845,Gurgaon CyberHub,Clear,0.8,Medium,21,572.32,50,1.6165,487.72,0.75,False,802.67,758.53,840.4,3.45,806.12,13.44
18948,NCR_M89752,Gurgaon CyberHub,Rain,0.94,Low,15,1504.9,0,1.8655,846.01,0.25,True,2145.74,2055.62,2281.63,8.8,2154.54,35.91
18956,NCR_M77332,Connaught Place,Heatwave,0.75,High,0,875.94,0,1.4646,927.47,1.0,False,1060.07,1012.37,1121.91,5.25,1065.32,17.76
19058,NCR_M80521,Faridabad,Rain,0.73,High,21,890.85,0,1.6919,908.18,1.0,False,1158.76,1091.16,1210.9,6.33,1165.09,19.42
18976,NCR_M58327,Rohini,Clear,0.38,Medium,23,1209.88,53,1.1446,1255.97,1.0,False,1351.1,1315.98,1472.7,26.0,1377.1,22.95
19079,NCR_M77671,Rohini,Rain,0.69,Low,22,950.54,38,1.7622,973.45,1.0,False,1312.27,1211.66,1356.88,20.24,1332.51,22.21
15999,NCR_M10783,Gurgaon CyberHub,Fog,0.56,High,20,1160.01,0,1.9014,1209.61,1.0,False,1599.55,1508.91,1673.13,4.83,1604.38,26.74
16019,NCR_M42003,Faridabad,Heatwave,0.79,High,21,1257.59,39,1.5538,1272.48,1.0,False,1616.22,1577.43,1767.07,35.02,1651.24,27.52
16016,NCR_M87188,Dwarka,Fog,0.99,Low,12,1348.23,0,1.9801,1390.53,1.0,False,1897.18,1710.62,1937.02,40.45,1937.63,32.29
18995,NCR_M24023,Connaught Place,Fog,0.77,Low,12,1363.45,0,2.0117,1180.86,0.75,False,1961.11,1820.56,2033.67,15.7,1976.81,32.95
16023,NCR_M84459,Saket,Heatwave,0.7,High,11,1373.57,0,1.3667,1220.18,0.75,False,1633.26,1543.43,1710.02,3.15,1636.41,27.27
16018,NCR_M14619,Lajpat Nagar,Clear,0.41,Low,11,961.28,30,1.4349,1012.06,1.0,False,1187.43,1100.35,1230.18,14.0,1201.43,20.02
19123,NCR_M17246,Noida Sector 18,Clear,0.9,Medium,13,1664.81,0,1.5447,1700.96,1.0,False,2069.13,2015.33,2255.35,29.9,2099.03,34.98
18952,NCR_M83797,Faridabad,Clear,0.48,Medium,12,1157.95,92,1.245,657.42,0.25,True,1464.17,1376.32,1528.59,6.9,1471.07,24.52
16052,NCR_M10028,Gurgaon CyberHub,Clear,0.33,High,18,1401.26,0,1.2198,1453.5,1.0,False,1547.62,1452.18,1614.16,7.0,1554.62,25.91
19042,NCR_M13987,Rohini,Clear,0.54,High,12,661.77,35,1.2278,691.88,1.0,False,772.06,696.14,788.28,38.53,810.59,13.51
16079,NCR_M3527,Gurgaon CyberHub,Heatwave,1.0,Medium,9,982.78,0,1.6014,1000.6,1.0,False,1243.67,1162.83,1294.66,9.45,1253.12,20.89
16094,NCR_M91798,Gurgaon CyberHub,Rain,0.47,High,21,1208.75,27,1.6982,1234.52,1.0,False,1610.37,1552.39,1728.46,17.71,1628.08,27.13
19130,NCR_M44362,Gurgaon CyberHub,Smog,0.41,Low,21,1260.09,46,1.7681,1309.5,1.0,False,1736.71,1580.4,1781.86,30.5,1767.21,29.45
7610,NCR_M67159,Gurgaon CyberHub,Heatwave,0.52,Low,19,597.1,0,1.716,631.2,1.0,False,782.18,737.85,818.16,4.83,787.01,13.12
19192,NCR_M38287,Saket,Clear,0.34,High,2,726.32,32,1.0035,679.74,0.75,False,774.17,698.05,790.43,33.5,807.67,13.46
7592,NCR_M29534,Faridabad,Smog,0.78,High,19,1180.65,69,1.6139,1203.65,1.0,False,1587.55,1505.52,1665.34,1.17,1588.72,26.48
16116,NCR_M18317,Gurgaon CyberHub,Clear,0.5,Low,12,1420.43,0,1.5252,1446.42,1.0,False,1754.22,1663.58,1840.17,1.15,1755.37,29.26
19141,NCR_M8700,Dwarka,Rain,0.99,Low,13,1038.64,45,1.9543,1080.58,1.0,False,1514.89,1470.96,1643.65,27.2,1542.09,25.7
19231,NCR_M79492,Faridabad,Rain,0.92,High,7,1227.82,0,1.4543,1285.87,1.0,False,1480.68,1431.82,1596.67,18.7,1499.38,24.99
7624,NCR_M97080,Connaught Place,Rain,0.52,Medium,11,508.52,45,1.5412,435.62,0.75,False,697.34,639.23,718.26,22.0,719.34,11.99
19243,NCR_M58466,Noida Sector 18,Clear,0.92,Low,12,1008.12,32,1.7583,1050.8,1.0,False,1379.21,1259.68,1417.83,26.45,1405.66,23.43
16175,NCR_M16674,Dwarka,Clear,0.76,Medium,8,1862.88,0,1.2321,1831.38,0.75,False,2105.05,2058.74,2308.54,32.0,2137.05,35.62
19273,NCR_M23396,Dwarka,Rain,0.45,Medium,14,1592.98,82,1.3973,1597.94,1.0,False,1979.95,1922.53,2148.25,27.2,2007.15,33.45
19246,NCR_M23708,Faridabad,Clear,0.95,High,21,951.01,0,1.4411,454.2,0.25,True,1198.71,1139.97,1260.64,1.15,1199.86,20.0
7634,NCR_M84750,Connaught Place,Rain,0.45,Low,22,1461.01,0,1.7458,1185.65,0.75,False,1959.63,1879.29,2087.01,11.39,1971.02,32.85
19249,NCR_M75938,Gurgaon CyberHub,Smog,0.38,Medium,14,1301.57,0,1.618,1072.67,0.75,False,1681.64,1634.55,1827.38,26.98,1708.62,28.48
19247,NCR_M86733,Noida Sector 18,Heatwave,0.35,High,11,1403.47,0,1.2159,1435.41,1.0,False,1547.58,1428.93,1600.19,16.8,1564.38,26.07
19261,NCR_M56417,Rohini,Fog,0.69,High,9,528.65,0,1.2662,217.31,0.25,True,626.59,568.1,641.62,30.45,657.04,10.95
16234,NCR_M91513,Lajpat Nagar,Smog,0.99,Low,6,526.24,0,1.9306,530.41,1.0,False,731.19,665.38,750.2,26.52,757.71,12.63
19289,NCR_M8759,Connaught Place,Smog,0.66,Medium,20,1003.23,0,1.8514,915.79,0.75,False,1385.12,1328.33,1475.15,10.56,1395.68,23.26
7663,NCR_M67010,Connaught Place,Smog,0.74,Medium,8,1553.48,0,1.5425,1561.37,1.0,False,1929.38,1886.94,2115.89,32.64,1962.02,32.7
7652,NCR_M13282,Connaught Place,Heatwave,0.87,Low,12,1348.93,40,2.024,1372.85,1.0,False,1975.99,1824.5,2043.18,19.32,1995.31,33.26
19313,NCR_M32549,Gurgaon CyberHub,Clear,0.9,High,19,1197.54,0,1.5438,1243.87,1.0,False,1487.94,1406.1,1557.87,3.45,1491.39,24.86
7668,NCR_M18372,Dwarka,Clear,0.75,High,13,1803.72,0,1.3572,1842.52,1.0,False,2101.31,2046.68,2290.43,29.9,2131.21,35.52
19431,NCR_M93900,Noida Sector 18,Smog,0.33,Medium,12,985.05,50,1.5136,957.85,0.75,False,1293.11,1221.99,1353.88,3.52,1296.63,21.61
19368,NCR_M77594,Gurgaon CyberHub,Smog,0.49,High,14,663.61,0,1.3891,566.5,0.75,False,795.4,735.75,823.24,17.6,813.0,13.55
19382,NCR_M19645,Gurgaon CyberHub,Clear,0.38,Medium,12,1021.45,30,1.3558,1029.93,1.0,False,1224.3,1112.07,1254.9,31.62,1255.92,20.93
7710,NCR_M93660,Faridabad,Smog,0.52,Low,9,791.09,25,1.4706,829.41,1.0,False,989.66,915.43,1024.3,15.3,1004.96,16.75
16319,NCR_M23875,Gurgaon CyberHub,Smog,0.65,Medium,19,1276.17,0,1.5481,1037.24,0.75,False,1613.37,1552.06,1726.3,14.08,1627.45,27.12
16290,NCR_M88660,Noida Sector 18,Clear,0.88,Medium,20,746.9,75,1.5621,780.84,1.0,False,1027.24,929.66,1050.87,35.08,1062.32,17.71
16296,NCR_M14282,Saket,Smog,0.85,High,17,1631.87,0,1.4392,1668.58,1.0,False,1957.7,1895.05,2114.32,18.36,1976.06,32.93
16321,NCR_M68788,Lajpat Nagar,Rain,0.65,High,9,962.61,0,1.4699,969.6,1.0,False,1167.06,1097.04,1218.41,6.6,1173.66,19.56
19528,NCR_M22290,Faridabad,Rain,0.99,High,19,1293.87,0,1.6379,1345.6,1.0,False,1655.9,1584.7,1758.01,8.86,1664.76,27.75
19432,NCR_M5055,Faridabad,Smog,0.38,High,12,903.09,71,1.3161,952.21,1.0,False,1117.49,1046.72,1164.42,9.38,1126.87,18.78
19550,NCR_M66847,Connaught Place,Smog,0.86,Medium,16,1092.66,0,1.6371,1145.82,1.0,False,1398.05,1311.84,1458.17,7.14,1405.19,23.42
19441,NCR_M94683,Noida Sector 18,Smog,0.37,Medium,10,1631.26,67,1.3136,1682.41,1.0,False,1946.42,1860.77,2063.2,6.12,1952.54,32.54
19543,NCR_M49770,Gurgaon CyberHub,Clear,0.95,Medium,9,1377.54,0,1.4833,1393.61,1.0,False,1677.72,1598.86,1769.99,3.0,1680.72,28.01
7731,NCR_M29313,Rohini,Clear,0.58,High,1,1575.31,0,1.1327,1609.37,1.0,False,1676.58,1567.6,1745.32,9.0,1685.58,28.09
7727,NCR_M96518,Rohini,Clear,0.45,Low,14,1939.65,52,1.3774,1995.45,1.0,False,2337.45,2250.97,2504.97,14.95,2352.4,39.21
16351,NCR_M4258,Rohini,Smog,0.67,High,9,929.49,50,1.2421,949.63,1.0,False,1091.64,1053.43,1173.51,15.3,1106.94,18.45
16347,NCR_M15847,Connaught Place,Heatwave,0.74,High,12,1247.19,0,1.5805,1247.37,1.0,False,1567.94,1527.18,1709.06,31.4,1599.34,26.66
7750,NCR_M22484,Gurgaon CyberHub,Clear,0.56,High,19,1531.42,30,1.3346,1566.85,1.0,False,1803.83,1740.69,1939.12,17.25,1821.08,30.35
7765,NCR_M26559,Connaught Place,Heatwave,0.79,Medium,12,614.54,0,1.7209,496.42,0.75,False,818.46,799.64,896.22,36.83,855.29,14.25
16372,NCR_M43189,Lajpat Nagar,Fog,0.62,Medium,19,491.21,0,1.6579,245.24,0.25,True,661.95,615.62,687.11,14.49,676.44,11.27
7747,NCR_M13013,Noida Sector 18,Fog,0.99,Low,18,1452.93,84,1.9827,627.87,0.25,True,2251.3,2165.75,2408.89,12.6,2263.9,37.73
16377,NCR_M33237,Saket,Clear,0.6,Low,8,735.24,0,1.3125,669.13,0.75,False,857.03,809.89,897.31,3.0,860.03,14.33
19668,NCR_M45077,Faridabad,Heatwave,0.39,Medium,15,1208.09,30,1.2063,1212.84,1.0,False,1359.82,1312.22,1461.8,15.75,1375.57,22.93
19580,NCR_M48403,Lajpat Nagar,Clear,0.69,Low,11,1167.98,30,1.6525,1169.57,1.0,False,1540.0,1416.8,1589.28,18.0,1558.0,25.97
19603,NCR_M94468,Lajpat Nagar,Fog,0.81,Medium,14,1362.09,0,1.7837,1398.34,1.0,False,1819.14,1703.93,1895.55,9.66,1828.8,30.48
16432,NCR_M32077,Saket,Clear,0.46,Medium,9,956.65,0,1.212,945.51,0.75,False,1072.32,1047.65,1174.19,30.5,1102.82,18.38
16457,NCR_M80338,Rohini,Smog,0.8,Medium,10,843.74,0,1.3458,863.08,1.0,False,978.81,941.62,1047.33,12.24,991.05,16.52
19601,NCR_M75165,Faridabad,Smog,0.65,Low,14,1053.78,0,1.5124,1097.67,1.0,False,1295.94,1253.17,1397.45,19.94,1315.88,21.93
7781,NCR_M74265,Gurgaon CyberHub,Smog,0.41,Low,9,805.17,35,1.503,557.42,0.25,True,1078.33,997.46,1116.07,15.3,1093.63,18.23
16463,NCR_M17336,Faridabad,Heatwave,0.69,Low,20,559.31,0,1.5853,371.28,0.25,True,737.78,707.53,785.73,10.87,748.65,12.48
16461,NCR_M43774,Noida Sector 18,Heatwave,0.79,Medium,12,1072.33,0,1.6103,549.87,0.25,True,1425.1,1386.62,1550.98,29.58,1454.68,24.24
19736,NCR_M52159,Dwarka,Clear,0.6,High,14,983.38,0,1.1923,617.86,0.25,True,1132.78,1089.73,1212.07,13.8,1146.58,19.11
19667,NCR_M28571,Noida Sector 18,Clear,0.78,High,12,826.84,0,1.3475,829.57,1.0,False,959.81,894.22,997.24,12.65,972.46,16.21
19753,NCR_M87996,Noida Sector 18,Clear,0.57,Low,13,1488.13,40,1.5411,1534.86,1.0,False,1897.04,1830.64,2039.31,17.25,1914.29,31.9
19840,NCR_M40659,Lajpat Nagar,Smog,0.7,High,19,614.07,0,1.5227,627.53,1.0,False,757.75,683.24,773.66,39.3,797.05,13.28
19633,NCR_M59185,Connaught Place,Smog,0.97,Medium,10,1486.4,0,1.7847,1229.03,0.75,False,2015.45,1918.71,2122.94,2.04,2017.49,33.62
19696,NCR_M72614,Faridabad,Clear,0.57,Low,23,796.55,0,1.2771,757.43,0.75,False,916.1,895.95,1004.66,32.0,948.1,15.8
7818,NCR_M58195,Faridabad,Clear,0.33,High,12,1153.62,33,1.2049,513.46,0.25,True,1371.75,1307.27,1447.19,3.45,1375.2,22.92
7822,NCR_M67508,Rohini,Smog,0.6,High,11,822.34,0,1.3033,413.09,0.25,True,988.14,951.58,1058.96,13.26,1001.4,16.69
7797,NCR_M33960,Faridabad,Heatwave,0.47,Low,8,1411.87,0,1.3415,1439.98,1.0,False,1635.27,1555.14,1719.76,1.05,1636.32,27.27
7814,NCR_M53073,Gurgaon CyberHub,Clear,0.39,Medium,17,2024.34,106,1.2369,2084.03,1.0,False,2369.28,2317.15,2598.31,32.0,2401.28,40.02
19708,NCR_M45589,Saket,Smog,0.96,Medium,11,606.24,25,1.6394,661.84,1.0,False,808.23,748.96,837.33,14.28,822.51,13.71
19888,NCR_M40534,Lajpat Nagar,Heatwave,0.55,High,9,303.85,102,1.4777,327.75,1.0,False,493.35,478.55,534.47,21.0,514.35,8.57
7833,NCR_M68583,Dwarka,Rain,0.32,High,21,1184.64,0,1.3649,1204.01,1.0,False,1384.0,1321.72,1464.74,6.33,1390.33,23.17
7837,NCR_M61744,Connaught Place,Clear,0.62,Low,12,1333.29,0,1.6442,823.58,0.25,True,1789.63,1732.36,1932.8,20.7,1810.33,30.17
7825,NCR_M44519,Dwarka,Smog,0.7,High,23,347.42,0,1.2493,392.5,1.0,False,388.32,361.78,403.46,11.22,399.54,6.66
19719,NCR_M12704,Rohini,Clear,0.58,Medium,20,1195.09,0,1.4285,1196.12,1.0,False,1428.37,1374.09,1528.36,13.8,1442.17,24.04
19705,NCR_M49457,Connaught Place,Heatwave,0.8,High,14,941.53,30,1.5431,979.04,1.0,False,1206.85,1140.47,1263.57,3.62,1210.47,20.17
19926,NCR_M55492,Lajpat Nagar,Heatwave,0.37,Medium,13,992.05,0,1.4718,408.96,0.25,True,1263.06,1174.64,1311.05,14.49,1277.55,21.29
19942,NCR_M8044,Saket,Clear,0.35,Medium,0,838.73,0,1.1367,844.62,1.0,False,894.22,825.66,924.63,16.0,910.22,15.17
19928,NCR_M68341,Faridabad,Smog,0.46,Medium,12,1234.77,38,1.4044,1271.4,1.0,False,1508.33,1387.66,1556.59,21.11,1529.44,25.49
16660,NCR_M10177,Gurgaon CyberHub,Smog,0.57,High,14,1522.83,52,1.57,1567.78,1.0,False,1973.26,1912.09,2134.41,22.29,1995.55,33.26
19758,NCR_M3937,Connaught Place,Fog,0.63,Low,22,1106.5,0,2.0538,1119.59,1.0,False,1585.73,1541.33,1723.16,27.77,1613.5,26.89
19790,NCR_M31175,Lajpat Nagar,Smog,0.92,Low,19,1028.73,62,2.0422,1028.78,1.0,False,1558.71,1488.57,1649.64,5.87,1564.58,26.08
19969,NCR_M82633,Saket,Smog,0.84,High,19,449.2,23,1.5712,360.44,0.75,False,600.87,578.04,642.94,14.08,614.95,10.25
19825,NCR_M88769,Saket,Clear,0.34,High,21,749.54,40,1.293,786.23,1.0,False,897.79,846.91,939.09,4.6,902.39,15.04
19798,NCR_M25910,Dwarka,Clear,0.94,Medium,13,1411.22,0,1.5884,926.86,0.25,True,1863.26,1824.13,2046.48,38.53,1901.79,31.7
16684,NCR_M44159,Faridabad,Rain,0.77,High,0,1557.32,121,1.3538,1569.12,1.0,False,1952.77,1890.29,2109.0,19.8,1972.57,32.88
19875,NCR_M8367,Noida Sector 18,Clear,0.8,Low,10,1396.22,117,1.4606,1445.58,1.0,False,1828.81,1783.09,1996.45,27.5,1856.31,30.94
134,NCR_M85126,Gurgaon CyberHub,Clear,0.47,High,13,1263.93,74,1.4083,1289.87,1.0,False,1587.75,1541.7,1722.7,24.72,1612.47,26.87
7916,NCR_M54338,Rohini,Rain,0.31,Medium,0,1067.0,67,1.5091,1076.17,1.0,False,1393.07,1297.87,1447.4,12.1,1405.17,23.42
7906,NCR_M59332,Noida Sector 18,Clear,0.4,High,23,700.88,28,1.151,707.04,1.0,False,781.98,720.72,807.78,17.0,798.98,13.32
19895,NCR_M62198,Faridabad,Clear,0.68,High,20,1265.38,0,1.3113,1279.46,1.0,False,1449.01,1401.19,1562.52,19.55,1468.56,24.48
19956,NCR_M72043,Rohini,Clear,0.57,High,14,654.93,25,1.2211,657.67,1.0,False,751.35,693.74,776.89,18.4,769.75,12.83
16747,NCR_M50925,Noida Sector 18,Heatwave,0.47,Medium,21,1296.11,45,1.4762,1351.83,1.0,False,1629.43,1578.92,1762.51,22.94,1652.37,27.54
7940,NCR_M28843,Dwarka,Heatwave,0.42,Medium,18,1132.69,45,1.2619,1170.55,1.0,False,1322.95,1264.74,1402.33,6.3,1329.25,22.15
0,NCR_M17459,Rohini,Smog,0.43,High,12,1171.32,0,1.3189,1006.59,0.75,False,1368.61,1245.43,1404.19,30.5,1399.11,23.32
7931,NCR_M87368,Dwarka,Rain,0.75,High,9,1372.34,0,1.417,1374.94,1.0,False,1633.6,1556.82,1723.45,3.3,1636.9,27.28
16842,NCR_M65383,Saket,Smog,0.77,Medium,21,1184.43,110,1.7499,1217.56,1.0,False,1712.32,1672.94,1874.99,35.78,1748.1,29.14
